97,0,0.000023,-0.000001831,-0.000235,-0.000076,0.000507,-0.000054
97,1,0.000084,0.000002234,-0.000363,-0.000142,0.001125,-0.000029
97,2,0.000645,0.000049,-0.001405,-0.000551,0.005597,0.000393
97,3,0.000876,0.000109,-0.001665,-0.001226,0.008209,0.000022
97,4,0.000936,0.000135,-0.001744,-0.001622,0.009859,-0.000035
97,5,0.00105,0.000166,-0.001814,-0.002034,0.011712,-0.00002
97,6,0.001155,0.000189,-0.001861,-0.002334,0.013173,-0.000009562
97,7,0.001335,0.000227,-0.001931,-0.002802,0.015531,-0.000022
97,8,0.001351,0.00023,-0.001937,-0.002837,0.015722,-0.000019
97,9,0.002066,0.000371,-0.002169,-0.004621,0.024936,0.000104
97,10,0.004319,0.000818,-0.0028,-0.011393,0.059335,0.000788
97,11,0.00955,0.001892,-0.004272,-0.03106,0.157628,0.002681
97,12,0.016413,0.003349,-0.006561,-0.061188,0.305724,0.004028
97,13,0.019781,0.004104,-0.007555,-0.0791,0.378131,-0.006819
97,14,0.019245,0.004171,-0.007084,-0.077257,0.361114,-0.024454
97,15,0.018185,0.004215,-0.006493,-0.078346,0.319447,-0.039444
97,16,0.017557,0.004226,-0.006188,-0.076726,0.290886,-0.045763
98,0,0.00002,-0.000005166,-0.000236,0.000019,0.000504,-0.000041
98,1,0.000082,-0.000002958,-0.000366,0.000011,0.001141,-0.000024
98,2,0.000668,0.000017,-0.001422,-0.000065,0.00568,0.00012
98,3,0.000896,0.000018,-0.001679,-0.000028,0.008567,0.000273
98,4,0.00096,0.000016,-0.001756,-0.000017,0.010198,0.000349
98,5,0.001078,0.000014,-0.001824,0.000007672,0.01209,0.000363
98,6,0.001187,0.000013,-0.001872,0.000023,0.013599,0.000388
98,7,0.00137,0.000012,-0.001941,0.00003,0.016008,0.000369
98,8,0.001386,0.000012,-0.001947,0.000031,0.016201,0.00037
98,9,0.002119,0.000009811,-0.00218,0.000059,0.025633,0.000368
98,10,0.004442,0.000007236,-0.002816,0.000082,0.061111,0.000328
98,11,0.009849,0.000004187,-0.004303,0.000107,0.162419,0.000266
98,12,0.016904,-0.000001385,-0.006596,0.000134,0.312579,0.000192
98,13,0.019919,-0.00000649,-0.00738,0.000111,0.374145,-0.000071
98,14,0.018739,-0.00000869,-0.006613,0.000146,0.342503,-0.000306
98,15,0.017016,-0.000012,-0.00574,0.000132,0.275568,-0.000462
98,16,0.016099,-0.000014,-0.00534,0.000065,0.240107,-0.000498
99,0,0.000027,0.000002271,-0.000233,-0.000172,0.0005,-0.000065
99,1,0.000084,0.000007508,-0.000354,-0.000288,0.001079,-0.000031
99,2,0.0006,0.000068,-0.001339,-0.000921,0.005269,0.000551
99,3,0.000848,0.00019,-0.001613,-0.002247,0.007737,0.000061
99,4,0.000913,0.000249,-0.0017,-0.00309,0.009295,-0.000255
99,5,0.00102,0.000312,-0.001774,-0.003894,0.011074,-0.000348
99,6,0.001118,0.000358,-0.001823,-0.004503,0.012456,-0.000334
99,7,0.001287,0.000432,-0.001893,-0.00547,0.014688,-0.000314
99,8,0.001301,0.000438,-0.001899,-0.005546,0.014865,-0.000314
99,9,0.001959,0.00071,-0.002127,-0.009026,0.023324,-0.000013
99,10,0.004004,0.001554,-0.002736,-0.021576,0.054293,0.001497
99,11,0.008723,0.003574,-0.00415,-0.058446,0.143203,0.005315
99,12,0.015018,0.00637,-0.006408,-0.117889,0.283388,0.008385
99,13,0.019012,0.008264,-0.007902,-0.164247,0.381612,-0.005239
99,14,0.020038,0.008994,-0.008215,-0.181106,0.400278,-0.032982
99,15,0.020486,0.009565,-0.008297,-0.185475,0.401302,-0.058242
99,16,0.020482,0.009757,-0.008242,-0.186157,0.394275,-0.066928
100,0,0.00003,0.000007408,-0.000231,-0.000266,0.000473,-0.000075
100,1,0.000084,0.000013,-0.000341,-0.000408,0.000994,-0.000036
100,2,0.000545,0.000069,-0.001235,-0.001247,0.00478,0.000662
100,3,0.000799,0.000244,-0.001525,-0.003301,0.006788,0.000416
100,4,0.000882,0.000347,-0.001624,-0.003993,0.008321,-0.000184
