97,0.4,11.25,0.3,No,0.39231,0.07804,0.3
98,0.4,0,0.3,No,0.4,0,0.3
99,0.4,22.5,0.3,No,0.36955,0.15307,0.3
100,0.4,33.75,0.3,No,0.33259,0.22223,0.3
107,0.4,112.5,0.3,No,-0.15307,0.36955,0.3
108,0.4,123.75,0.3,No,-0.22223,0.33259,0.3
109,0.4,135,0.3,No,-0.28284,0.28284,0.3
110,0.4,146.25,0.3,No,-0.33259,0.22223,0.3
111,0.4,157.5,0.3,No,-0.36955,0.15307,0.3
112,0.4,168.75,0.3,No,-0.39231,0.07804,0.3
113,0.4,180,0.3,No,-0.4,4.90E-17,0.3
114,0.4,191.25,0.3,No,-0.39231,-0.07804,0.3
115,0.4,202.5,0.3,No,-0.36955,-0.15307,0.3
116,0.4,213.75,0.3,No,-0.33259,-0.22223,0.3
126,0.4,326.25,0.3,No,0.33259,-0.22223,0.3
127,0.4,337.5,0.3,No,0.36955,-0.15307,0.3
128,0.4,348.75,0.3,No,0.39231,-0.07804,0.3
129,0.4,11.25,0.4,No,0.39231,0.07804,0.4
130,0.4,0,0.4,No,0.4,0,0.4
131,0.4,22.5,0.4,No,0.36955,0.15307,0.4
132,0.4,33.75,0.4,No,0.33259,0.22223,0.4
133,0.4,45,0.4,No,0.28284,0.28284,0.4
134,0.4,56.25,0.4,No,0.22223,0.33259,0.4
135,0.4,67.5,0.4,No,0.15307,0.36955,0.4
136,0.4,78.75,0.4,No,0.07804,0.39231,0.4
137,0.4,90,0.4,No,2.45E-17,0.4,0.4
138,0.4,101.25,0.4,No,-0.07804,0.39231,0.4
139,0.4,112.5,0.4,No,-0.15307,0.36955,0.4
140,0.4,123.75,0.4,No,-0.22223,0.33259,0.4
141,0.4,135,0.4,No,-0.28284,0.28284,0.4
142,0.4,146.25,0.4,No,-0.33259,0.22223,0.4
143,0.4,157.5,0.4,No,-0.36955,0.15307,0.4
144,0.4,168.75,0.4,No,-0.39231,0.07804,0.4
145,0.4,180,0.4,No,-0.4,4.90E-17,0.4
146,0.4,191.25,0.4,No,-0.39231,-0.07804,0.4
147,0.4,202.5,0.4,No,-0.36955,-0.15307,0.4
148,0.4,213.75,0.4,No,-0.33259,-0.22223,0.4
149,0.4,225,0.4,No,-0.28284,-0.28284,0.4
150,0.4,236.25,0.4,No,-0.22223,-0.33259,0.4
151,0.4,247.5,0.4,No,-0.15307,-0.36955,0.4
152,0.4,258.75,0.4,No,-0.07804,-0.39231,0.4
153,0.4,270,0.4,No,-7.35E-17,-0.4,0.4
154,0.4,281.25,0.4,No,0.07804,-0.39231,0.4
155,0.4,292.5,0.4,No,0.15307,-0.36955,0.4
156,0.4,303.75,0.4,No,0.22223,-0.33259,0.4
157,0.4,315,0.4,No,0.28284,-0.28284,0.4
158,0.4,326.25,0.4,No,0.33259,-0.22223,0.4
159,0.4,337.5,0.4,No,0.36955,-0.15307,0.4
160,0.4,348.75,0.4,No,0.39231,-0.07804,0.4
161,0.4,11.25,0.5,No,0.39231,0.07804,0.5
162,0.4,0,0.5,No,0.4,0,0.5
163,0.4,22.5,0.5,No,0.36955,0.15307,0.5
164,0.4,33.75,0.5,No,0.33259,0.22223,0.5
189,0.4,315,0.5,No,0.28284,-0.28284,0.5
190,0.4,326.25,0.5,No,0.33259,-0.22223,0.5
191,0.4,337.5,0.5,No,0.36955,-0.15307,0.5
192,0.4,348.75,0.5,No,0.39231,-0.07804,0.5
1446,0.4,11.25,0.275,No,0.39231,0.07804,0.275
1447,0.4,0,0.275,No,0.4,0,0.275
1450,0.4,22.5,0.275,No,0.36955,0.15307,0.275
4344,0.4,337.5,0.275,No,0.36955,-0.15307,0.275
4347,0.4,348.75,0.275,No,0.39231,-0.07804,0.275
4348,0.4,11.25,0.325,No,0.39231,0.07804,0.325
4349,0.4,0,0.325,No,0.4,0,0.325
4350,0.4,11.25,0.35,No,0.39231,0.07804,0.35
4351,0.4,0,0.35,No,0.4,0,0.35
4352,0.4,11.25,0.375,No,0.39231,0.07804,0.375
4353,0.4,0,0.375,No,0.4,0,0.375
4354,0.4,22.5,0.325,No,0.36955,0.15307,0.325
4355,0.4,22.5,0.35,No,0.36955,0.15307,0.35
4356,0.4,22.5,0.375,No,0.36955,0.15307,0.375
4357,0.4,33.75,0.325,No,0.33259,0.22223,0.325
4358,0.4,33.75,0.35,No,0.33259,0.22223,0.35
4359,0.4,33.75,0.375,No,0.33259,0.22223,0.375
4360,0.4,45,0.325,No,0.28284,0.28284,0.325
4361,0.4,45,0.35,No,0.28284,0.28284,0.35
4362,0.4,45,0.375,No,0.28284,0.28284,0.375
4363,0.4,56.25,0.325,No,0.22223,0.33259,0.325
4364,0.4,56.25,0.35,No,0.22223,0.33259,0.35
4365,0.4,56.25,0.375,No,0.22223,0.33259,0.375
4366,0.4,67.5,0.325,No,0.15307,0.36955,0.325
4367,0.4,67.5,0.35,No,0.15307,0.36955,0.35
4368,0.4,67.5,0.375,No,0.15307,0.36955,0.375
4369,0.4,78.75,0.325,No,0.07804,0.39231,0.325
4370,0.4,78.75,0.35,No,0.07804,0.39231,0.35
4371,0.4,78.75,0.375,No,0.07804,0.39231,0.375
4372,0.4,90,0.325,No,2.45E-17,0.4,0.325
4373,0.4,90,0.35,No,2.45E-17,0.4,0.35
4374,0.4,90,0.375,No,2.45E-17,0.4,0.375
4375,0.4,101.25,0.325,No,-0.07804,0.39231,0.325
4376,0.4,101.25,0.35,No,-0.07804,0.39231,0.35
4377,0.4,101.25,0.375,No,-0.07804,0.39231,0.375
4378,0.4,112.5,0.325,No,-0.15307,0.36955,0.325
4379,0.4,112.5,0.35,No,-0.15307,0.36955,0.35
4380,0.4,112.5,0.375,No,-0.15307,0.36955,0.375
4381,0.4,123.75,0.325,No,-0.22223,0.33259,0.325
4382,0.4,123.75,0.35,No,-0.22223,0.33259,0.35
4383,0.4,123.75,0.375,No,-0.22223,0.33259,0.375
4384,0.4,135,0.325,No,-0.28284,0.28284,0.325
4385,0.4,135,0.35,No,-0.28284,0.28284,0.35
4386,0.4,135,0.375,No,-0.28284,0.28284,0.375
4387,0.4,146.25,0.325,No,-0.33259,0.22223,0.325
4388,0.4,146.25,0.35,No,-0.33259,0.22223,0.35
4389,0.4,146.25,0.375,No,-0.33259,0.22223,0.375
4390,0.4,157.5,0.325,No,-0.36955,0.15307,0.325
4391,0.4,157.5,0.35,No,-0.36955,0.15307,0.35
4392,0.4,157.5,0.375,No,-0.36955,0.15307,0.375
4393,0.4,168.75,0.325,No,-0.39231,0.07804,0.325
4394,0.4,168.75,0.35,No,-0.39231,0.07804,0.35
4395,0.4,168.75,0.375,No,-0.39231,0.07804,0.375
4396,0.4,180,0.325,No,-0.4,4.90E-17,0.325
4397,0.4,180,0.35,No,-0.4,4.90E-17,0.35
4398,0.4,180,0.375,No,-0.4,4.90E-17,0.375
4399,0.4,191.25,0.325,No,-0.39231,-0.07804,0.325
4400,0.4,191.25,0.35,No,-0.39231,-0.07804,0.35
4401,0.4,191.25,0.375,No,-0.39231,-0.07804,0.375
4402,0.4,202.5,0.325,No,-0.36955,-0.15307,0.325
4403,0.4,202.5,0.35,No,-0.36955,-0.15307,0.35
4404,0.4,202.5,0.375,No,-0.36955,-0.15307,0.375
4405,0.4,213.75,0.325,No,-0.33259,-0.22223,0.325
4406,0.4,213.75,0.35,No,-0.33259,-0.22223,0.35
4407,0.4,213.75,0.375,No,-0.33259,-0.22223,0.375
4408,0.4,225,0.325,No,-0.28284,-0.28284,0.325
4409,0.4,225,0.35,No,-0.28284,-0.28284,0.35
4410,0.4,225,0.375,No,-0.28284,-0.28284,0.375
4411,0.4,236.25,0.325,No,-0.22223,-0.33259,0.325
4412,0.4,236.25,0.35,No,-0.22223,-0.33259,0.35
4413,0.4,236.25,0.375,No,-0.22223,-0.33259,0.375
4414,0.4,247.5,0.325,No,-0.15307,-0.36955,0.325
4415,0.4,247.5,0.35,No,-0.15307,-0.36955,0.35
4416,0.4,247.5,0.375,No,-0.15307,-0.36955,0.375
4417,0.4,258.75,0.325,No,-0.07804,-0.39231,0.325
4418,0.4,258.75,0.35,No,-0.07804,-0.39231,0.35
4419,0.4,258.75,0.375,No,-0.07804,-0.39231,0.375
4420,0.4,270,0.325,No,-7.35E-17,-0.4,0.325
4421,0.4,270,0.35,No,-7.35E-17,-0.4,0.35
4422,0.4,270,0.375,No,-7.35E-17,-0.4,0.375
