Joint,U1,U2,U3,R1,R2,R3
837,0.108662,0.000686,-0.000787,0.000068,0.051185,0.009368
837,0.000184,-0.000079,-0.023591,-0.000911,0.00004,-0.000115
838,0.108288,0.000565,-0.000781,0.000068,0.051482,0.008187
838,0.000179,-0.000205,-0.020551,-0.001284,0.00004,-0.000178
839,0.108105,0.00056,-0.000776,0.000065,0.051639,0.005751
839,0.000172,-0.000678,-0.017066,-0.001607,0.000041,-0.000202
840,0.108096,0.000569,-0.000771,0.000061,0.05169,0.002551
840,0.000164,-0.000982,-0.013264,-0.001798,0.000043,-0.000198
841,0.108183,0.000593,-0.000767,0.000054,0.051701,0.000133
841,0.000157,-0.001044,-0.009287,-0.001817,0.000043,-0.000843
842,0.108264,0.000627,-0.000214,0.000047,0.05174,0.000129
842,0.000152,-0.000856,-0.005284,-0.00169,0.000042,-0.00389
843,0.10825,0.000663,0.001025,0.000041,0.05184,0.000105
843,0.000149,-0.000475,-0.001407,-0.00147,0.000041,-0.006168
844,0.108098,0.000695,0.003117,0.000036,0.051997,0.000184
844,0.000147,-0.000123,-0.000761,-0.001229,0.000038,-0.007423
845,0.107816,0.000733,0.005526,0.000034,0.05218,0.000273
845,0.000145,-0.000129,-0.00076,-0.001009,0.000037,-0.007575
846,0.107462,0.000904,0.008001,0.000035,0.052351,0.00033
846,0.000141,-0.000133,-0.000761,-0.000839,0.000037,-0.006695
847,0.107118,0.001098,0.009972,0.000036,0.052477,0.000345
847,0.000134,-0.000136,-0.000762,-0.000699,0.00004,-0.004969
848,0.10687,0.001191,0.011204,0.000038,0.052546,0.000443
848,0.000125,-0.000139,-0.000763,-0.000586,0.000045,-0.002652
849,0.106779,0.00122,0.011645,0.000038,0.052561,0.000582
849,0.000115,-0.000144,-0.000766,-0.000482,0.000052,-0.000134
850,0.106867,0.001249,0.011277,0.000037,0.052521,0.00257
850,0.000105,-0.000151,-0.000769,-0.000393,0.000059,-0.000131
851,0.10711,0.00134,0.010116,0.000036,0.052431,0.004862
851,0.000097,-0.000159,-0.000774,-0.00032,0.000065,-0.000109
852,0.107447,0.001566,0.00821,0.000034,0.052294,0.006551
852,0.000094,-0.000168,-0.000779,-0.000283,0.000069,-0.000148
853,0.107794,0.001926,0.005796,0.000085,0.05212,0.007389
853,0.000095,-0.000174,-0.000784,-0.00024,0.00007,-0.000275
854,0.108067,0.002377,0.003407,0.000307,0.051942,0.007198
854,0.0001,-0.000178,-0.00079,-0.000185,0.00007,-0.000373
855,0.108212,0.002835,0.00132,0.000539,0.051791,0.005912
855,0.000107,-0.000176,-0.001051,-0.000141,0.000068,-0.000428
856,0.10822,0.003195,-0.000013,0.000741,0.051696,0.003616
856,0.000115,-0.00017,-0.004903,-0.000154,0.000067,-0.00064
857,0.108137,0.003361,-0.000805,0.000845,0.051656,0.000566
857,0.000122,-0.000161,-0.008896,-0.000177,0.000066,-0.000852
858,0.108052,0.003277,-0.000812,0.000801,0.05164,0.000134
858,0.000127,-0.00015,-0.012877,-0.00021,0.000067,-0.002816
859,0.108066,0.002952,-0.000816,0.000589,0.051581,0.00011
859,0.000129,-0.000139,-0.016698,-0.000248,0.000068,-0.005992
860,0.108256,0.002463,-0.000818,0.000251,0.051416,0.000068
860,0.000131,-0.00013,-0.020217,-0.000287,0.00007,-0.008397
861,0.108638,0.001931,-0.000819,0.000064,0.051116,0.000097
861,0.000134,-0.000124,-0.023305,-0.000319,0.000072,-0.009543
862,0.109153,0.001482,-0.000819,0.000064,0.050711,0.0002
862,0.000138,-0.00012,-0.025848,-0.000442,0.000071,-0.009143
863,0.109682,0.001202,-0.000817,0.000063,0.05029,0.000264
863,0.000145,-0.000117,-0.027749,-0.000611,0.000069,-0.007186
864,0.110079,0.001115,-0.000814,0.000062,0.049976,0.000363
864,0.000155,-0.000114,-0.028937,-0.000617,0.000065,-0.003968
865,0.115095,0.0012,-0.00083,0.000062,0.050284,0.003544
865,0.000181,-0.000108,-0.029268,-0.000451,0.000052,-0.000123
866,0.115226,0.001183,-0.000835,0.000061,0.050155,0.000579
866,0.000171,-0.000115,-0.029617,-0.000523,0.000059,-0.000129
867,0.114737,0.001127,-0.000824,0.000064,0.050609,0.00651
867,0.000187,-0.0001,-0.028152,-0.000472,0.000046,-0.000099
868,0.114258,0.000933,-0.000818,0.000066,0.051029,0.008327
868,0.00019,-0.000092,-0.026313,-0.00062,0.000042,-0.000059
869,0.113791,0.000759,-0.000812,0.000067,0.05143,0.008721
869,0.000188,-0.000086,-0.02382,-0.000903,0.00004,-0.000116
870,0.113447,0.000604,-0.000806,0.000067,0.051724,0.007689
870,0.000183,-0.000083,-0.020766,-0.001265,0.00004,-0.000174
871,0.11328,0.0006,-0.000801,0.000065,0.051883,0.005481
871,0.000176,-0.000501,-0.017264,-0.001592,0.000041,-0.000195
872,0.113275,0.000609,-0.000796,0.00006,0.051936,0.00253
872,0.000168,-0.000795,-0.013444,-0.001789,0.000043,-0.000177
873,0.113363,0.00063,-0.000792,0.000054,0.051949,0.000124
873,0.000162,-0.000864,-0.009448,-0.001824,0.000043,-0.000644
874,0.113447,0.00066,-0.000232,0.000047,0.051984,0.00012
874,0.000157,-0.000698,-0.005425,-0.001708,0.000043,-0.00354
875,0.113443,0.000693,0.001002,0.000041,0.052081,0.000098
875,0.000154,-0.000345,-0.001529,-0.001499,0.000041,-0.00575
876,0.113307,0.000721,0.003085,0.000037,0.052239,0.000179
876,0.000151,-0.000126,-0.000786,-0.001255,0.000039,-0.007013
877,0.113044,0.00078,0.005467,0.000035,0.052429,0.000262
877,0.000149,-0.000132,-0.000785,-0.001033,0.000037,-0.007228
878,0.112707,0.000959,0.007927,0.000035,0.052611,0.000314
878,0.000145,-0.000136,-0.000785,-0.000845,0.000038,-0.006441
879,0.112378,0.001151,0.009909,0.000036,0.052755,0.000327
879,0.000138,-0.00014,-0.000786,-0.000704,0.000041,-0.004812
880,0.112138,0.00124,0.011147,0.000038,0.052842,0.000406
880,0.000129,-0.000143,-0.000788,-0.000587,0.000045,-0.002587
881,0.112049,0.001268,0.011591,0.000038,0.052861,0.00054
881,0.00012,-0.000148,-0.000791,-0.000485,0.000052,-0.000125
882,0.112132,0.001295,0.011221,0.000038,0.052819,0.002473
882,0.000111,-0.000155,-0.000794,-0.000398,0.000059,-0.000123
883,0.112365,0.001382,0.010053,0.000036,0.052715,0.004682
883,0.000104,-0.000163,-0.000798,-0.000319,0.000065,-0.000102
884,0.112687,0.001597,0.008137,0.000034,0.05256,0.006285
884,0.000101,-0.000171,-0.000803,-0.000272,0.000068,-0.000144
885,0.113015,0.00194,0.005738,0.0001,0.052376,0.007044
885,0.000102,-0.000178,-0.000809,-0.000216,0.00007,-0.000264
886,0.11327,0.002368,0.003377,0.000325,0.052189,0.006802
886,0.000107,-0.000181,-0.000815,-0.000154,0.00007,-0.000355
887,0.113399,0.002799,0.001297,0.000562,0.052038,0.005518
887,0.000114,-0.00018,-0.001172,-0.000136,0.000068,-0.000406
888,0.113399,0.003133,-0.00003,0.000755,0.051945,0.003296
888,0.000122,-0.000174,-0.005043,-0.000152,0.000067,-0.000619
889,0.113313,0.003279,-0.000831,0.00085,0.051909,0.000398
889,0.000128,-0.000166,-0.009055,-0.000179,0.000066,-0.000817
890,0.113227,0.00319,-0.000837,0.000793,0.051891,0.000126
890,0.000133,-0.000155,-0.013056,-0.000216,0.000067,-0.002768
891,0.113236,0.002878,-0.000841,0.000577,0.05183,0.000103
891,0.000136,-0.000145,-0.016895,-0.000258,0.000069,-0.005702
892,0.113409,0.002416,-0.000843,0.000237,0.051664,0.000064
892,0.000138,-0.000136,-0.020431,-0.000297,0.000071,-0.007889
893,0.113761,0.001919,-0.000844,0.000064,0.051368,0.000097
893,0.000141,-0.00013,-0.023533,-0.000327,0.000072,-0.008899
894,0.114236,0.001502,-0.000844,0.000064,0.050972,0.000194
894,0.000145,-0.000126,-0.026087,-0.00044,0.000072,-0.008484
895,0.114723,0.001243,-0.000842,0.000063,0.050565,0.000253
895,0.000152,-0.000123,-0.027996,-0.000602,0.000069,-0.00665
896,0.115088,0.001166,-0.000839,0.000062,0.050259,0.000355
896,0.000161,-0.00012,-0.029188,-0.00061,0.000065,-0.003674
897,0.120135,0.001251,-0.000854,0.000062,0.050565,0.003237
897,0.000186,-0.000114,-0.029516,-0.000456,0.000052,-0.000115
898,0.120252,0.001234,-0.00086,0.000061,0.050442,0.000541
898,0.000177,-0.000121,-0.029867,-0.000522,0.000058,-0.00012
899,0.119809,0.001187,-0.000849,0.000064,0.050874,0.005975
899,0.000192,-0.000106,-0.028396,-0.000471,0.000046,-0.000092
900,0.119372,0.001,-0.000843,0.000066,0.051277,0.007678
900,0.000194,-0.000098,-0.026549,-0.000618,0.000042,-0.000055
901,0.118944,0.000829,-0.000837,0.000067,0.051664,0.00809
901,0.000192,-0.000092,-0.024045,-0.000889,0.00004,-0.000116
902,0.118629,0.000642,-0.000831,0.000067,0.051952,0.007192
902,0.000187,-0.000089,-0.020978,-0.001245,0.00004,-0.000169
903,0.118478,0.000639,-0.000825,0.000064,0.052111,0.005197
903,0.00018,-0.000328,-0.01746,-0.001565,0.000042,-0.000187
904,0.118479,0.000647,-0.000821,0.00006,0.052168,0.002486
904,0.000173,-0.00061,-0.013623,-0.001771,0.000043,-0.000164
905,0.118567,0.000667,-0.000817,0.000053,0.05218,0.000116
905,0.000166,-0.000684,-0.009608,-0.001817,0.000044,-0.000472
906,0.118654,0.000693,-0.000251,0.000047,0.052214,0.000111
906,0.000161,-0.000537,-0.005567,-0.001718,0.000043,-0.003211
907,0.11866,0.000723,0.000978,0.000041,0.052305,0.00009
907,0.000158,-0.000212,-0.001653,-0.001515,0.000041,-0.005341
908,0.118538,0.000748,0.00305,0.000037,0.052461,0.000173
908,0.000155,-0.00013,-0.00081,-0.001275,0.000039,-0.006598
909,0.118295,0.00083,0.005424,0.000035,0.052655,0.00025
909,0.000153,-0.000136,-0.00081,-0.001042,0.000038,-0.006865
910,0.117978,0.00102,0.007846,0.000036,0.052852,0.000298
910,0.000148,-0.00014,-0.00081,-0.000853,0.000038,-0.006162
911,0.117664,0.001204,0.009838,0.000037,0.053012,0.000308
911,0.000142,-0.000143,-0.000811,-0.000702,0.000041,-0.004632
912,0.117434,0.001289,0.011082,0.000038,0.053111,0.000373
912,0.000134,-0.000147,-0.000813,-0.000587,0.000046,-0.002506
913,0.117347,0.001315,0.011528,0.000039,0.053139,0.0005
913,0.000125,-0.000152,-0.000816,-0.000488,0.000052,-0.000116
914,0.117426,0.001341,0.011157,0.000038,0.053091,0.002364
914,0.000116,-0.000158,-0.000819,-0.000403,0.000059,-0.000114
915,0.117647,0.001423,0.009983,0.000036,0.052976,0.00448
915,0.00011,-0.000166,-0.000823,-0.000322,0.000064,-0.000095
916,0.117952,0.001627,0.008058,0.000034,0.052807,0.005995
916,0.000108,-0.000174,-0.000828,-0.000266,0.000068,-0.000141
917,0.118261,0.001953,0.005685,0.000102,0.052609,0.006681
917,0.000109,-0.000181,-0.000834,-0.000201,0.00007,-0.000253
918,0.118496,0.002357,0.003344,0.000337,0.052418,0.006399
918,0.000114,-0.000184,-0.00084,-0.000132,0.00007,-0.000338
919,0.118611,0.002761,0.001272,0.000571,0.052267,0.00513
919,0.000121,-0.000183,-0.001294,-0.000135,0.000068,-0.000384
920,0.118602,0.003068,-0.000048,0.000761,0.052178,0.002993
920,0.000128,-0.000178,-0.005184,-0.000152,0.000067,-0.000593
921,0.118513,0.003197,-0.000857,0.000842,0.052144,0.000253
921,0.000135,-0.00017,-0.009215,-0.000182,0.000066,-0.000777
922,0.118426,0.003105,-0.000862,0.000776,0.052127,0.000118
922,0.00014,-0.00016,-0.013234,-0.000222,0.000067,-0.0027
923,0.118429,0.002807,-0.000865,0.000553,0.052063,0.000096
923,0.000143,-0.000151,-0.017091,-0.000264,0.000069,-0.005401
924,0.118586,0.002372,-0.000868,0.00022,0.051898,0.00006
924,0.000145,-0.000142,-0.020643,-0.000304,0.000071,-0.007385
925,0.118909,0.001909,-0.000869,0.000065,0.051608,0.000096
925,0.000148,-0.000136,-0.023759,-0.000333,0.000072,-0.00827
926,0.119345,0.001524,-0.000869,0.000064,0.051225,0.000187
926,0.000152,-0.000132,-0.026323,-0.000436,0.000071,-0.007848
927,0.119791,0.001286,-0.000867,0.000063,0.050834,0.000241
927,0.000159,-0.000129,-0.02824,-0.000594,0.000069,-0.006135
928,0.120125,0.001218,-0.000864,0.000062,0.050544,0.000343
928,0.000168,-0.000126,-0.029436,-0.000602,0.000064,-0.003392
929,0.125202,0.001302,-0.000879,0.000062,0.050841,0.002947
929,0.000191,-0.00012,-0.029762,-0.000457,0.000052,-0.000107
930,0.125308,0.001285,-0.000884,0.000061,0.050727,0.000502
930,0.000183,-0.000127,-0.030115,-0.00052,0.000058,-0.000112
931,0.124906,0.001245,-0.000873,0.000063,0.051135,0.005467
931,0.000196,-0.000113,-0.028637,-0.000473,0.000046,-0.000085
932,0.124509,0.001069,-0.000867,0.000065,0.051519,0.007057
932,0.000198,-0.000105,-0.026783,-0.000607,0.000042,-0.00005
933,0.12412,0.000897,-0.000861,0.000067,0.051891,0.007478
933,0.000197,-0.000099,-0.024268,-0.000873,0.000041,-0.000115
934,0.123834,0.000723,-0.000856,0.000066,0.052173,0.006701
934,0.000191,-0.000096,-0.021188,-0.001214,0.000041,-0.000164
935,0.123698,0.000677,-0.00085,0.000064,0.052331,0.004904
935,0.000184,-0.000158,-0.017655,-0.001533,0.000042,-0.000178
936,0.123705,0.000685,-0.000846,0.000059,0.05239,0.002421
936,0.000177,-0.000427,-0.013801,-0.001742,0.000044,-0.000155
937,0.123794,0.000703,-0.000842,0.000053,0.052404,0.000107
937,0.00017,-0.000504,-0.009769,-0.001803,0.000044,-0.000325
938,0.123884,0.000727,-0.000271,0.000047,0.052434,0.000103
938,0.000165,-0.000375,-0.00571,-0.001715,0.000044,-0.002904
939,0.123898,0.000753,0.000952,0.000041,0.052522,0.000084
939,0.000162,-0.000126,-0.00178,-0.001526,0.000042,-0.004944
940,0.123792,0.000776,0.003011,0.000037,0.052674,0.000166
940,0.000159,-0.000134,-0.000835,-0.001287,0.00004,-0.006182
941,0.123568,0.000883,0.005378,0.000036,0.052871,0.000238
941,0.000156,-0.000139,-0.000834,-0.001056,0.000039,-0.006486
942,0.123272,0.001083,0.00776,0.000036,0.053075,0.000282
942,0.000152,-0.000144,-0.000835,-0.000856,0.000039,-0.005862
943,0.122975,0.001258,0.00976,0.000037,0.053247,0.00029
943,0.000146,-0.000147,-0.000836,-0.000704,0.000041,-0.004431
944,0.122756,0.001339,0.01101,0.000039,0.053359,0.000343
944,0.000139,-0.000151,-0.000838,-0.000587,0.000046,-0.002412
945,0.122672,0.001364,0.011458,0.000039,0.053391,0.000462
945,0.00013,-0.000156,-0.00084,-0.000491,0.000052,-0.000108
946,0.122746,0.001387,0.011085,0.000039,0.053342,0.002245
946,0.000122,-0.000162,-0.000844,-0.000408,0.000058,-0.000106
947,0.122955,0.001465,0.009906,0.000037,0.053216,0.00426
947,0.000117,-0.00017,-0.000848,-0.000322,0.000064,-0.000088
948,0.123241,0.001656,0.007974,0.000035,0.053036,0.005685
948,0.000114,-0.000178,-0.000853,-0.000259,0.000068,-0.000136
949,0.123529,0.001965,0.005641,0.000108,0.05283,0.006303
949,0.000116,-0.000184,-0.000859,-0.000187,0.00007,-0.000241
950,0.123745,0.002344,0.003307,0.000342,0.052635,0.005993
950,0.000121,-0.000188,-0.000864,-0.000131,0.000069,-0.00032
951,0.123845,0.00272,0.001246,0.000576,0.052487,0.004752
951,0.000128,-0.000187,-0.00142,-0.000135,0.000068,-0.000362
952,0.123828,0.003003,-0.000068,0.000755,0.052402,0.00271
952,0.000135,-0.000183,-0.005326,-0.000153,0.000067,-0.000564
953,0.123737,0.003116,-0.000882,0.000826,0.052372,0.000131
953,0.000142,-0.000175,-0.009374,-0.000186,0.000066,-0.000732
954,0.123648,0.003022,-0.000887,0.000748,0.052353,0.00011
954,0.000147,-0.000166,-0.013411,-0.000228,0.000067,-0.002613
955,0.123646,0.002738,-0.00089,0.000523,0.052289,0.00009
955,0.00015,-0.000156,-0.017286,-0.000272,0.000068,-0.005093
956,0.123786,0.002332,-0.000893,0.000193,0.052124,0.000055
956,0.000152,-0.000149,-0.020853,-0.000311,0.00007,-0.006886
957,0.12408,0.001902,-0.000894,0.000065,0.051841,0.000095
957,0.000155,-0.000143,-0.023982,-0.000341,0.000072,-0.00766
958,0.124478,0.001546,-0.000894,0.000064,0.051472,0.000179
958,0.00016,-0.000139,-0.026557,-0.000439,0.000071,-0.007237
959,0.124885,0.00133,-0.000892,0.000063,0.051099,0.000228
959,0.000166,-0.000136,-0.028481,-0.000587,0.000069,-0.005645
960,0.125191,0.001269,-0.000889,0.000062,0.050822,0.000327
960,0.000174,-0.000132,-0.029682,-0.000596,0.000064,-0.003123
961,0.130296,0.001353,-0.000904,0.000062,0.051113,0.002674
961,0.000196,-0.000127,-0.030005,-0.000462,0.000052,-0.000099
962,0.130391,0.001336,-0.000909,0.000061,0.051003,0.000464
962,0.000189,-0.000133,-0.030359,-0.000519,0.000058,-0.000104
963,0.13003,0.001303,-0.000898,0.000063,0.051387,0.004987
963,0.000201,-0.000119,-0.028875,-0.000475,0.000046,-0.000078
964,0.12967,0.001142,-0.000892,0.000065,0.051751,0.006466
964,0.000203,-0.000112,-0.027013,-0.000604,0.000043,-0.000046
965,0.129318,0.000963,-0.000886,0.000066,0.052106,0.006888
965,0.000201,-0.000106,-0.024489,-0.000855,0.000041,-0.000113
966,0.129059,0.000802,-0.00088,0.000066,0.052377,0.006218
966,0.000196,-0.000103,-0.021395,-0.001187,0.000041,-0.000158
967,0.12894,0.000715,-0.000875,0.000063,0.052534,0.004604
967,0.000189,-0.000103,-0.017848,-0.001496,0.000043,-0.00017
968,0.128952,0.000722,-0.00087,0.000059,0.052595,0.002337
968,0.000181,-0.000247,-0.013978,-0.001709,0.000044,-0.000146
969,0.129043,0.000738,-0.000867,0.000053,0.052609,0.000099
969,0.000175,-0.000326,-0.009929,-0.001778,0.000045,-0.000249
970,0.129135,0.00076,-0.000292,0.000047,0.052637,0.000095
970,0.00017,-0.000212,-0.005855,-0.001705,0.000044,-0.00262
971,0.129157,0.000783,0.000924,0.000042,0.052719,0.000077
971,0.000166,-0.00013,-0.001909,-0.001523,0.000042,-0.004561
972,0.129066,0.000803,0.002969,0.000038,0.052868,0.000159
972,0.000163,-0.000138,-0.00086,-0.001292,0.000041,-0.005767
973,0.128862,0.000938,0.005327,0.000036,0.053066,0.000226
973,0.00016,-0.000143,-0.000859,-0.001055,0.000039,-0.006099
974,0.128587,0.001147,0.00767,0.000037,0.053278,0.000266
974,0.000156,-0.000147,-0.000859,-0.000856,0.00004,-0.005545
975,0.128309,0.001312,0.009675,0.000038,0.053462,0.000271
975,0.00015,-0.000151,-0.00086,-0.000699,0.000042,-0.004214
976,0.128102,0.001389,0.01093,0.000039,0.053582,0.000316
976,0.000143,-0.000155,-0.000862,-0.000585,0.000046,-0.002307
977,0.128022,0.001412,0.01138,0.00004,0.05362,0.000425
977,0.000135,-0.00016,-0.000865,-0.000493,0.000052,-0.0001
978,0.128089,0.001433,0.011005,0.000039,0.053567,0.002118
978,0.000128,-0.000166,-0.000869,-0.000414,0.000058,-0.000098
979,0.128285,0.001506,0.009823,0.000037,0.053435,0.004026
979,0.000123,-0.000174,-0.000873,-0.000328,0.000064,-0.000082
980,0.128553,0.001685,0.007885,0.000035,0.053244,0.00536
980,0.000121,-0.000181,-0.000878,-0.000259,0.000068,-0.000132
981,0.128819,0.001975,0.005591,0.000101,0.05303,0.005916
981,0.000123,-0.000188,-0.000883,-0.000181,0.000069,-0.00023
982,0.129015,0.00233,0.003266,0.00034,0.052835,0.005587
982,0.000128,-0.000191,-0.000889,-0.000134,0.000069,-0.000302
983,0.129101,0.002679,0.001218,0.000568,0.052689,0.004385
983,0.000134,-0.000191,-0.001547,-0.000138,0.000068,-0.00034
984,0.129075,0.002937,-0.000088,0.000741,0.052609,0.002446
984,0.000142,-0.000187,-0.005469,-0.000157,0.000067,-0.000533
985,0.128982,0.003036,-0.000906,0.000799,0.05258,0.000104
985,0.000148,-0.00018,-0.009534,-0.00019,0.000066,-0.000686
986,0.128893,0.002943,-0.000911,0.000715,0.052562,0.000102
986,0.000153,-0.000171,-0.013588,-0.000233,0.000067,-0.00251
987,0.128884,0.002674,-0.000915,0.000488,0.052496,0.000083
987,0.000157,-0.000162,-0.017478,-0.000277,0.000068,-0.004779
988,0.129008,0.002295,-0.000918,0.000169,0.052334,0.000051
988,0.000159,-0.000155,-0.021061,-0.000314,0.00007,-0.006398
989,0.129274,0.001898,-0.000919,0.000064,0.052061,0.000093
989,0.000162,-0.000149,-0.024203,-0.000344,0.000072,-0.007072
990,0.129636,0.001571,-0.000918,0.000064,0.051709,0.000171
990,0.000167,-0.000145,-0.026788,-0.000436,0.000071,-0.006655
991,0.130006,0.001375,-0.000917,0.000063,0.051355,0.000215
991,0.000173,-0.000142,-0.028719,-0.000579,0.000069,-0.00518
992,0.130284,0.00132,-0.000913,0.000062,0.051095,0.00031
992,0.000181,-0.000138,-0.029925,-0.000588,0.000064,-0.00287
993,0.135417,0.001404,-0.000929,0.000061,0.051374,0.002418
993,0.000201,-0.000133,-0.030244,-0.000462,0.000052,-0.000091
994,0.135501,0.001387,-0.000934,0.000061,0.051273,0.000426
994,0.000195,-0.000139,-0.0306,-0.000518,0.000058,-0.000108
995,0.135178,0.001359,-0.000923,0.000063,0.051634,0.004534
995,0.000206,-0.000125,-0.02911,-0.000475,0.000046,-0.000072
996,0.134855,0.001215,-0.000917,0.000065,0.051977,0.005905
996,0.000207,-0.000118,-0.027241,-0.000592,0.000043,-0.000045
997,0.134537,0.001027,-0.000911,0.000066,0.052316,0.006323
997,0.000205,-0.000112,-0.024707,-0.000835,0.000042,-0.00011
998,0.134306,0.000879,-0.000905,0.000065,0.052579,0.005747
998,0.0002,-0.000109,-0.021601,-0.00115,0.000042,-0.000152
999,0.134202,0.000751,-0.0009,0.000063,0.052734,0.0043
999,0.000193,-0.00011,-0.018039,-0.001454,0.000043,-0.000161
1000,0.13422,0.000759,-0.000895,0.000058,0.052796,0.002236
1000,0.000186,-0.000113,-0.014154,-0.001667,0.000044,-0.000138
1001,0.134311,0.000774,-0.000891,0.000053,0.052811,0.000091
1001,0.000179,-0.00015,-0.01009,-0.001748,0.000045,-0.000226
1002,0.134406,0.000793,-0.000314,0.000047,0.052835,0.000088
1002,0.000174,-0.000127,-0.006,-0.001686,0.000044,-0.002358
1003,0.134436,0.000814,0.000894,0.000042,0.052913,0.000072
1003,0.00017,-0.000135,-0.00204,-0.001519,0.000043,-0.004193
1004,0.134359,0.000848,0.002925,0.000038,0.053056,0.000151
1004,0.000167,-0.000141,-0.000884,-0.001291,0.000041,-0.005357
1005,0.134175,0.001004,0.005272,0.000037,0.053253,0.000213
1005,0.000164,-0.000147,-0.000884,-0.001059,0.00004,-0.005706
1006,0.133922,0.001212,0.007574,0.000037,0.053467,0.000249
1006,0.00016,-0.000151,-0.000884,-0.000855,0.00004,-0.005217
1007,0.133663,0.001367,0.009583,0.000038,0.053656,0.000253
1007,0.000155,-0.000154,-0.000885,-0.0007,0.000042,-0.003983
1008,0.133468,0.00144,0.010843,0.000039,0.053784,0.000291
1008,0.000148,-0.000158,-0.000887,-0.000584,0.000047,-0.002193
1009,0.133392,0.001461,0.011294,0.00004,0.053824,0.000389
1009,0.000141,-0.000164,-0.00089,-0.000496,0.000052,-0.000105
1010,0.133455,0.00148,0.010919,0.000039,0.053771,0.001984
1010,0.000134,-0.00017,-0.000893,-0.000419,0.000058,-0.00009
1011,0.133636,0.001548,0.009732,0.000038,0.053633,0.003781
1011,0.000129,-0.000178,-0.000898,-0.000329,0.000064,-0.000075
1012,0.133884,0.001714,0.007791,0.000036,0.053437,0.005024
1012,0.000128,-0.000185,-0.000903,-0.000255,0.000067,-0.000127
1013,0.134128,0.001984,0.005537,0.000098,0.053222,0.005523
1013,0.00013,-0.000191,-0.000908,-0.000173,0.000069,-0.000218
1014,0.134305,0.002315,0.003221,0.000333,0.053027,0.005185
1014,0.000135,-0.000194,-0.000914,-0.000134,0.000069,-0.000284
1015,0.134376,0.002637,0.001188,0.000558,0.052886,0.004031
1015,0.000141,-0.000194,-0.001677,-0.000139,0.000068,-0.000318
1016,0.134344,0.002873,-0.000109,0.000718,0.052811,0.002202
1016,0.000148,-0.000191,-0.005613,-0.00016,0.000066,-0.0005
1017,0.134248,0.002959,-0.000931,0.000767,0.052786,0.000096
1017,0.000155,-0.000184,-0.009694,-0.000195,0.000066,-0.000637
1018,0.134157,0.002867,-0.000936,0.000674,0.052767,0.000094
1018,0.00016,-0.000176,-0.013763,-0.000239,0.000066,-0.002392
1019,0.134142,0.002615,-0.00094,0.000449,0.0527,0.000076
1019,0.000164,-0.000168,-0.017669,-0.000283,0.000068,-0.004463
1020,0.134251,0.002263,-0.000942,0.000135,0.052541,0.000047
1020,0.000166,-0.000161,-0.021266,-0.00032,0.00007,-0.005921
1021,0.13449,0.001896,-0.000943,0.000064,0.052277,0.000091
1021,0.00017,-0.000156,-0.02442,-0.000352,0.000071,-0.006509
1022,0.134816,0.001597,-0.000943,0.000064,0.051941,0.000163
1022,0.000174,-0.000152,-0.027016,-0.000445,0.000071,-0.006102
1023,0.135151,0.001421,-0.000941,0.000063,0.051605,0.000202
1023,0.00018,-0.000148,-0.028955,-0.000575,0.000068,-0.004742
1024,0.135404,0.001372,-0.000938,0.000061,0.051358,0.000291
1024,0.000187,-0.000144,-0.030165,-0.000584,0.000064,-0.002632
1025,0.140564,0.001455,-0.000954,0.000061,0.051627,0.002179
1025,0.000206,-0.000139,-0.030481,-0.000468,0.000052,-0.000083
1026,0.140638,0.001438,-0.000959,0.00006,0.051532,0.000389
1026,0.0002,-0.000145,-0.030838,-0.000516,0.000058,-0.000117
1027,0.14035,0.001416,-0.000948,0.000062,0.051868,0.004111
1027,0.00021,-0.000132,-0.029343,-0.000479,0.000047,-0.000066
1028,0.140061,0.001285,-0.000942,0.000064,0.05219,0.005375
1028,0.000211,-0.000124,-0.027466,-0.000592,0.000043,-0.000047
1029,0.139777,0.0011,-0.000936,0.000065,0.05251,0.005784
1029,0.000209,-0.000119,-0.024922,-0.000819,0.000042,-0.000108
1030,0.139571,0.000953,-0.00093,0.000065,0.052761,0.005291
1030,0.000204,-0.000116,-0.021804,-0.001123,0.000042,-0.000145
1031,0.139482,0.000817,-0.000925,0.000062,0.052912,0.003995
1031,0.000197,-0.000116,-0.018229,-0.001413,0.000044,-0.000153
1032,0.139506,0.000795,-0.00092,0.000058,0.052974,0.002122
1032,0.00019,-0.000119,-0.01433,-0.001626,0.000045,-0.000129
1033,0.139599,0.000808,-0.000916,0.000053,0.052988,0.000119
1033,0.000184,-0.000125,-0.010251,-0.001709,0.000045,-0.000206
1034,0.139696,0.000826,-0.000337,0.000047,0.053011,0.00008
1034,0.000179,-0.000132,-0.006147,-0.00166,0.000045,-0.002118
1035,0.139733,0.000844,0.000863,0.000042,0.053083,0.000069
1035,0.000175,-0.000139,-0.002174,-0.001499,0.000043,-0.003841
1036,0.13967,0.000915,0.002892,0.000039,0.053223,0.000142
1036,0.000172,-0.000145,-0.000909,-0.001279,0.000042,-0.004954
1037,0.139506,0.001072,0.005211,0.000037,0.053417,0.0002
1037,0.000168,-0.00015,-0.000908,-0.001047,0.000041,-0.005312
1038,0.139274,0.001278,0.007499,0.000038,0.053635,0.000233
1038,0.000164,-0.000155,-0.000909,-0.000847,0.000041,-0.004882
1039,0.139035,0.001423,0.009486,0.000039,0.053831,0.000236
