Joint,U1,U2,U3,R1,R2,R3
450,0.000088,-0.000039,-0.071171,-0.000514,0.000065,-0.000178
451,0.112377,0.000353,-0.0005,0.000046,0.111009,0.011061
451,0.000116,-0.000022,-0.06776,-0.000329,0.000067,-0.0002
452,0.112164,0.000162,-0.000494,0.000838,0.109188,0.014737
452,0.000126,-0.000156,-0.063608,-0.000338,0.000062,-0.000162
453,0.111924,0.000034,-0.000488,0.002239,0.107629,0.016352
453,0.00013,-0.000916,-0.058064,-0.000395,0.000056,-0.000091
454,0.111747,0.00002,-0.000482,0.00357,0.106639,0.015649
454,0.000127,-0.001869,-0.051384,-0.000444,0.00005,0.000005441
455,0.111734,0.000019,-0.000477,0.00431,0.106396,0.012523
455,0.00012,-0.00281,-0.043862,-0.000442,0.000046,0.000097
456,0.111937,0.000012,-0.000471,0.004112,0.106509,0.007491
456,0.000111,-0.003546,-0.035804,-0.000375,0.000046,-0.00106
457,0.112316,0.000003853,-0.000467,0.003074,0.10665,0.002312
457,0.000104,-0.003834,-0.02751,-0.000405,0.000046,-0.003358
458,0.112733,0.000162,-0.000109,0.001627,0.10662,0.000271
458,0.0001,-0.003585,-0.019268,-0.000726,0.000045,-0.0072
459,0.113015,0.000318,0.001058,0.000249,0.106384,0.00023
459,0.0001,-0.002881,-0.011357,-0.001239,0.000042,-0.012252
460,0.113035,0.000433,0.002961,0.000174,0.106046,0.000143
460,0.000102,-0.001945,-0.004044,-0.001537,0.000038,-0.015511
461,0.112769,0.000492,0.005561,0.000068,0.105874,0.00004
461,0.000102,-0.00098,-0.000459,-0.001531,0.000036,-0.016017
462,0.11231,0.000515,0.008757,0.000035,0.105998,0.000455
462,0.000096,-0.00022,-0.000459,-0.001384,0.000039,-0.014169
463,0.111818,0.000533,0.011931,0.000038,0.106214,0.00104
463,0.000084,-0.000092,-0.00046,-0.001007,0.000046,-0.010369
464,0.111455,0.000602,0.014227,0.000041,0.106463,0.001294
464,0.000066,-0.000093,-0.000462,-0.000669,0.000056,-0.005332
465,0.111332,0.000641,0.015084,0.000042,0.10656,0.001228
465,0.000046,-0.000096,-0.000465,-0.000423,0.000064,-0.000256
466,0.111487,0.000686,0.014272,0.000042,0.10643,0.005728
466,0.000028,-0.000104,-0.000469,-0.000323,0.000068,-0.00022
467,0.111874,0.000876,0.012032,0.000243,0.106156,0.010627
467,0.000015,-0.000114,-0.000474,-0.000359,0.000067,-0.00015
468,0.112379,0.001358,0.008934,0.000642,0.105923,0.014228
468,0.000011,-0.000123,-0.00048,-0.000453,0.000061,-0.000062
469,0.112839,0.002133,0.005781,0.000778,0.105774,0.015861
469,0.000013,-0.000128,-0.000486,-0.000611,0.000055,-0.000008476
470,0.113096,0.003093,0.003227,0.000758,0.105954,0.015125
470,0.000021,-0.000128,-0.003836,-0.000735,0.000051,0.00003
471,0.113064,0.004031,0.001327,0.000436,0.106297,0.011685
471,0.00003,-0.000122,-0.01112,-0.000813,0.000049,0.000056
472,0.112772,0.004697,0.00011,0.000058,0.106536,0.006391
472,0.000039,-0.000112,-0.01901,-0.002207,0.00005,0.000033
473,0.112351,0.004891,-0.000505,0.000053,0.106568,0.002188
473,0.000047,-0.000099,-0.027239,-0.003697,0.00005,-0.00297
474,0.111977,0.00455,-0.000509,0.000047,0.106421,0.000157
474,0.000051,-0.000085,-0.035532,-0.004795,0.000049,-0.008133
475,0.111785,0.003787,-0.000512,0.000042,0.106275,0.000126
475,0.000053,-0.000073,-0.0436,-0.005057,0.000048,-0.013058
476,0.111814,0.002816,-0.000513,0.000039,0.106508,0.000085
476,0.000055,-0.000063,-0.051144,-0.004381,0.000046,-0.016001
477,0.112002,0.001847,-0.000514,0.000038,0.10747,0.000036
477,0.000056,-0.000056,-0.057856,-0.003085,0.000046,-0.016472
478,0.112242,0.001087,-0.000514,0.00004,0.109029,-0.000019
478,0.00006,-0.000051,-0.063443,-0.001778,0.000048,-0.014611
479,0.112441,0.000636,-0.000513,0.000043,0.110877,-0.000057
479,0.000066,-0.000047,-0.067646,-0.001043,0.000053,-0.010727
480,0.112554,0.000473,-0.000511,0.000045,0.112355,-0.000085
480,0.000075,-0.000044,-0.070264,-0.000672,0.000059,-0.005529
481,0.123705,0.000536,-0.000529,0.000048,0.111669,0.006598
481,0.000109,-0.000037,-0.071007,-0.000456,0.000066,-0.000204
482,0.123813,0.000527,-0.000533,0.000048,0.112093,0.000799
482,0.000095,-0.000044,-0.071855,-0.00051,0.000065,-0.000183
483,0.123431,0.000395,-0.000524,0.000049,0.110482,0.012049
483,0.000122,-0.000027,-0.068447,-0.000363,0.000064,-0.000195
484,0.123053,0.000197,-0.000518,0.000692,0.109028,0.015753
484,0.000132,-0.000165,-0.0643,-0.000395,0.000059,-0.000152
485,0.122671,0.000076,-0.000512,0.001821,0.107759,0.017092
485,0.000135,-0.000968,-0.058764,-0.000471,0.000052,-0.000079
486,0.122411,0.000016,-0.000507,0.002861,0.107062,0.016
486,0.000132,-0.001962,-0.052091,-0.000536,0.000047,0.000015
487,0.122375,0.000015,-0.000501,0.003341,0.106844,0.012223
487,0.000125,-0.002934,-0.04457,-0.000569,0.000044,0.000098
488,0.122591,0.000007568,-0.000496,0.003098,0.106978,0.006662
488,0.000116,-0.003629,-0.036498,-0.000553,0.000044,-0.000856
489,0.122984,0.000031,-0.000492,0.002242,0.10715,0.00088
489,0.000108,-0.003852,-0.028175,-0.00062,0.000045,-0.00315
490,0.123395,0.000178,-0.000116,0.001096,0.107144,0.000257
490,0.000104,-0.003539,-0.01989,-0.000923,0.000044,-0.007632
491,0.123654,0.000326,0.001064,0.000108,0.106963,0.000216
491,0.000104,-0.002816,-0.011928,-0.001285,0.000041,-0.012608
492,0.123647,0.000439,0.00297,0.000126,0.106775,0.000135
492,0.000106,-0.001857,-0.004565,-0.001476,0.000037,-0.015473
493,0.123368,0.000502,0.005528,0.000032,0.106656,0.000039
493,0.000105,-0.000897,-0.000484,-0.001428,0.000035,-0.015732
494,0.122917,0.000529,0.00861,0.000034,0.106633,0.000282
494,0.0001,-0.000159,-0.000484,-0.001176,0.000037,-0.013774
495,0.122445,0.000561,0.01162,0.000037,0.106764,0.000864
495,0.000088,-0.000096,-0.000485,-0.000949,0.000044,-0.009993
496,0.122102,0.00064,0.01383,0.00004,0.106877,0.001164
496,0.000071,-0.000097,-0.000487,-0.000703,0.000053,-0.00513
497,0.121986,0.000679,0.014653,0.00004,0.106909,0.001179
497,0.000052,-0.000101,-0.00049,-0.000423,0.000062,-0.000247
498,0.12213,0.000724,0.013882,0.00004,0.106845,0.00547
498,0.000034,-0.000108,-0.000494,-0.00033,0.000067,-0.000218
499,0.122495,0.000907,0.011732,0.000178,0.106704,0.010209
499,0.000022,-0.000118,-0.000499,-0.000345,0.000067,-0.000154
500,0.122977,0.001371,0.008789,0.000422,0.106554,0.013812
500,0.000017,-0.000127,-0.000504,-0.000467,0.000063,-0.000071
501,0.123429,0.002126,0.00575,0.000689,0.10658,0.015567
501,0.000019,-0.000133,-0.00051,-0.000575,0.000058,-0.000013
502,0.123698,0.003076,0.003238,0.000692,0.106691,0.015112
502,0.000026,-0.000133,-0.004355,-0.000688,0.000054,0.000027
503,0.123694,0.004027,0.001334,0.000475,0.106881,0.012084
503,0.000035,-0.000128,-0.011689,-0.000716,0.000052,0.000056
504,0.123426,0.004736,0.000102,0.000082,0.107066,0.006939
504,0.000045,-0.000117,-0.01963,-0.001693,0.000052,-0.00003
505,0.123011,0.004999,-0.00053,0.000053,0.107069,0.002064
505,0.000052,-0.000104,-0.027904,-0.002876,0.000052,-0.001478
506,0.122623,0.004727,-0.000534,0.000049,0.106886,0.000164
506,0.000056,-0.00009,-0.036226,-0.003786,0.000052,-0.007242
507,0.122417,0.003991,-0.000537,0.000044,0.106743,0.000132
507,0.000058,-0.000077,-0.044308,-0.004089,0.00005,-0.012703
508,0.122465,0.002998,-0.000538,0.000042,0.106929,0.000087
508,0.000059,-0.000067,-0.051851,-0.003656,0.000049,-0.016315
509,0.122734,0.002004,-0.000539,0.000042,0.107616,0.000034
509,0.000061,-0.00006,-0.058556,-0.002651,0.000049,-0.017211
510,0.123116,0.0012,-0.000539,0.000043,0.108884,-0.000025
510,0.000065,-0.000055,-0.064135,-0.001603,0.000051,-0.01565
511,0.123483,0.000709,-0.000538,0.000046,0.110365,-0.000062
511,0.000071,-0.000052,-0.068333,-0.001006,0.000055,-0.011762
512,0.123734,0.000526,-0.000536,0.000048,0.111602,-0.00009
512,0.000081,-0.000048,-0.070948,-0.000679,0.000061,-0.006191
513,0.13482,0.000584,-0.000553,0.00005,0.110974,0.006991
513,0.000116,-0.000042,-0.071686,-0.000401,0.000065,-0.000202
514,0.134967,0.000577,-0.000558,0.00005,0.111315,0.000824
514,0.000101,-0.000049,-0.072532,-0.000509,0.000065,-0.000186
515,0.134439,0.000441,-0.000548,0.000051,0.110064,0.012696
515,0.000129,-0.000032,-0.06913,-0.000384,0.000061,-0.000188
516,0.133929,0.000233,-0.000543,0.000584,0.108924,0.016411
516,0.000137,-0.000183,-0.06499,-0.000445,0.000055,-0.000142
517,0.133437,0.000121,-0.000537,0.001466,0.107993,0.0177
517,0.00014,-0.001007,-0.059462,-0.000547,0.000049,-0.000068
518,0.133115,0.000014,-0.000531,0.002197,0.107446,0.016132
518,0.000137,-0.002026,-0.052797,-0.000673,0.000045,0.000023
519,0.133065,0.000011,-0.000525,0.002502,0.107354,0.011917
519,0.000129,-0.002991,-0.045274,-0.000732,0.000043,0.000098
520,0.133293,0.000003457,-0.00052,0.002238,0.107462,0.005999
520,0.00012,-0.00365,-0.037189,-0.000758,0.000043,-0.000722
521,0.133697,0.000063,-0.000516,0.001526,0.107574,0.000239
521,0.000113,-0.003824,-0.028838,-0.000831,0.000043,-0.002886
522,0.134106,0.000197,-0.000124,0.000651,0.107586,0.000243
522,0.000109,-0.003494,-0.020514,-0.001131,0.000043,-0.007886
523,0.134349,0.000337,0.001066,0.000041,0.107494,0.000204
523,0.000108,-0.002745,-0.012505,-0.001342,0.00004,-0.01273
524,0.134324,0.000448,0.002971,0.000066,0.107345,0.000128
524,0.000109,-0.001776,-0.005098,-0.001424,0.000036,-0.01534
525,0.134036,0.000514,0.005484,0.000032,0.107258,0.000038
525,0.000109,-0.000825,-0.000509,-0.001332,0.000034,-0.015505
526,0.133588,0.000544,0.008451,0.000033,0.107276,0.000125
526,0.000103,-0.000108,-0.000509,-0.001176,0.000036,-0.013476
527,0.133126,0.000591,0.01139,0.000036,0.107292,0.000699
527,0.000093,-0.000099,-0.00051,-0.000919,0.000042,-0.009762
528,0.132791,0.00068,0.013512,0.000038,0.107322,0.001037
528,0.000076,-0.000101,-0.000512,-0.000663,0.000051,-0.00502
529,0.132678,0.000718,0.014281,0.000039,0.107328,0.001127
529,0.000058,-0.000105,-0.000515,-0.000429,0.00006,-0.000237
530,0.132816,0.000761,0.013565,0.000039,0.10729,0.005306
530,0.000041,-0.000112,-0.000519,-0.000322,0.000065,-0.000214
531,0.133169,0.000941,0.011504,0.000133,0.107235,0.009938
531,0.000029,-0.000122,-0.000523,-0.000344,0.000067,-0.000157
532,0.13364,0.001391,0.008631,0.000415,0.107203,0.013492
532,0.000023,-0.000131,-0.000529,-0.000423,0.000065,-0.000078
533,0.134087,0.002129,0.005709,0.000548,0.10717,0.015342
533,0.000025,-0.000137,-0.000534,-0.00055,0.000061,-0.000017
534,0.134366,0.003065,0.00324,0.000629,0.107263,0.015003
534,0.000032,-0.000138,-0.004886,-0.000627,0.000057,0.000024
535,0.13438,0.004018,0.001337,0.000525,0.10742,0.012248
535,0.000041,-0.000133,-0.012264,-0.000643,0.000055,0.000055
536,0.134129,0.004752,0.000093,0.000281,0.107516,0.007253
536,0.00005,-0.000123,-0.020252,-0.00126,0.000054,-0.000095
537,0.133717,0.005061,-0.000554,0.000052,0.107504,0.001996
537,0.000057,-0.000109,-0.028565,-0.002172,0.000054,-0.000446
538,0.133317,0.004842,-0.000559,0.00005,0.107384,0.000169
538,0.000061,-0.000095,-0.036916,-0.002931,0.000054,-0.00652
539,0.133098,0.004146,-0.000562,0.000046,0.107253,0.000136
539,0.000064,-0.000082,-0.045012,-0.003245,0.000053,-0.01234
540,0.133158,0.003155,-0.000564,0.000045,0.107333,0.000089
540,0.000065,-0.000071,-0.052556,-0.002986,0.000052,-0.016413
541,0.133487,0.002124,-0.000564,0.000045,0.107862,0.000032
541,0.000066,-0.000064,-0.059255,-0.002282,0.000052,-0.017812
542,0.13398,0.001291,-0.000564,0.000046,0.108796,-0.00003
542,0.00007,-0.000059,-0.064825,-0.001465,0.000054,-0.016355
543,0.134481,0.000775,-0.000563,0.000048,0.10996,-0.000066
543,0.000077,-0.000056,-0.069015,-0.000981,0.000058,-0.012457
544,0.134843,0.000578,-0.000561,0.00005,0.110915,-0.000093
544,0.000087,-0.000053,-0.071627,-0.000689,0.000062,-0.006645
545,0.14587,0.000633,-0.000578,0.000052,0.110375,0.007206
545,0.000122,-0.000047,-0.072359,-0.0004,0.000063,-0.000199
546,0.146047,0.000626,-0.000582,0.000052,0.110618,0.000838
546,0.000107,-0.000054,-0.073204,-0.000505,0.000064,-0.000187
547,0.145408,0.000491,-0.000573,0.000054,0.109688,0.01313
547,0.000135,-0.000037,-0.069808,-0.000406,0.000058,-0.000181
548,0.144798,0.00027,-0.000567,0.000457,0.108868,0.016943
548,0.000143,-0.000192,-0.065677,-0.000492,0.000052,-0.000132
549,0.144224,0.000166,-0.000561,0.00109,0.108179,0.017995
549,0.000145,-0.001024,-0.060158,-0.000645,0.000046,-0.000058
550,0.143858,0.000066,-0.000555,0.0016,0.107835,0.016096
550,0.000141,-0.002038,-0.053499,-0.000782,0.000043,0.00003
551,0.1438,0.000008556,-0.00055,0.001745,0.107759,0.011641
551,0.000133,-0.00299,-0.045975,-0.000872,0.000041,0.000097
552,0.144038,0.000019,-0.000545,0.00148,0.107867,0.00549
552,0.000124,-0.00363,-0.037876,-0.000964,0.000042,-0.000596
553,0.144452,0.000098,-0.000541,0.000916,0.107986,0.000229
553,0.000117,-0.003791,-0.029499,-0.001087,0.000043,-0.002714
554,0.14486,0.00022,-0.000132,0.00025,0.108013,0.00023
554,0.000113,-0.003434,-0.021138,-0.001314,0.000042,-0.008
555,0.145093,0.000351,0.001063,0.00004,0.107956,0.000192
555,0.000112,-0.002667,-0.013088,-0.001414,0.000039,-0.012696
556,0.145057,0.000459,0.002966,0.000034,0.107896,0.000121
556,0.000113,-0.001698,-0.005641,-0.001431,0.000036,-0.015143
557,0.144764,0.000527,0.005432,0.000031,0.107848,0.000037
557,0.000112,-0.000766,-0.000534,-0.001311,0.000034,-0.015275
558,0.144316,0.000561,0.008324,0.000032,0.107806,-0.000016
558,0.000107,-0.000102,-0.000534,-0.001094,0.000035,-0.013247
559,0.143858,0.000629,0.011149,0.000035,0.107811,0.000547
559,0.000097,-0.000103,-0.000535,-0.0009,0.000041,-0.0096
560,0.143527,0.00072,0.013183,0.000037,0.107802,0.000918
560,0.000081,-0.000104,-0.000537,-0.000681,0.000049,-0.004954
561,0.143413,0.000757,0.013956,0.000038,0.107784,0.001072
561,0.000064,-0.000108,-0.00054,-0.00043,0.000058,-0.000227
562,0.143548,0.000799,0.013237,0.000038,0.107771,0.00519
562,0.000047,-0.000116,-0.000543,-0.000333,0.000064,-0.000208
563,0.143895,0.000976,0.011264,0.000107,0.107754,0.009738
563,0.000035,-0.000126,-0.000548,-0.000332,0.000067,-0.000157
564,0.14436,0.001415,0.008507,0.000314,0.107733,0.013244
564,0.00003,-0.000135,-0.000553,-0.000418,0.000066,-0.000082
565,0.144807,0.002137,0.005659,0.000534,0.107775,0.01511
565,0.000031,-0.000142,-0.000559,-0.000505,0.000063,-0.000021
566,0.145091,0.003058,0.003237,0.000628,0.107823,0.014828
566,0.000037,-0.000143,-0.005427,-0.00056,0.00006,0.000021
567,0.145117,0.004004,0.001335,0.000599,0.107887,0.012253
567,0.000046,-0.000138,-0.012845,-0.000562,0.000057,0.000054
568,0.144876,0.004748,0.000084,0.000458,0.107949,0.007482
568,0.000055,-0.000128,-0.020875,-0.000872,0.000057,-0.000158
569,0.144465,0.005085,-0.000579,0.000211,0.107919,0.001909
569,0.000063,-0.000115,-0.029225,-0.00157,0.000056,-0.000558
570,0.144055,0.004905,-0.000584,0.00005,0.107791,0.000173
570,0.000067,-0.0001,-0.037602,-0.002177,0.000056,-0.005958
571,0.143824,0.004243,-0.000587,0.000048,0.107672,0.000139
571,0.000069,-0.000087,-0.045712,-0.002487,0.000056,-0.012019
572,0.143891,0.003268,-0.000589,0.000047,0.107725,0.00009
572,0.00007,-0.000076,-0.053259,-0.002377,0.000055,-0.01635
573,0.144263,0.00223,-0.00059,0.000048,0.108062,0.000031
573,0.000071,-0.000068,-0.059951,-0.001893,0.000055,-0.018101
574,0.144837,0.001368,-0.000589,0.000049,0.108753,-0.000034
574,0.000075,-0.000064,-0.065512,-0.001302,0.000057,-0.016908
575,0.14544,0.000834,-0.000588,0.000051,0.109596,-0.000069
575,0.000083,-0.000061,-0.069694,-0.00094,0.00006,-0.012975
576,0.145888,0.000629,-0.000586,0.000052,0.110324,-0.000096
576,0.000094,-0.000058,-0.0723,-0.000697,0.000063,-0.006973
577,0.156864,0.000681,-0.000603,0.000054,0.109856,0.00737
577,0.000128,-0.000052,-0.073028,-0.000402,0.00006,-0.000194
578,0.157063,0.000675,-0.000607,0.000054,0.110026,0.000843
578,0.000114,-0.000059,-0.07387,-0.000503,0.000063,-0.000187
579,0.156343,0.000544,-0.000597,0.000056,0.1094,0.013391
579,0.00014,-0.000042,-0.070484,-0.000416,0.000056,-0.000173
580,0.155663,0.000309,-0.000591,0.000341,0.108838,0.017151
580,0.000148,-0.000192,-0.066361,-0.00053,0.000049,-0.000123
581,0.155032,0.000212,-0.000586,0.000776,0.108406,0.01803
581,0.000149,-0.001023,-0.060852,-0.000699,0.000044,-0.00005
582,0.154638,0.000119,-0.00058,0.001069,0.108176,0.015916
582,0.000145,-0.002042,-0.054198,-0.000874,0.000041,0.000035
583,0.154576,0.000063,-0.000574,0.001098,0.108176,0.011363
583,0.000137,-0.002981,-0.046671,-0.001042,0.00004,0.000096
584,0.154823,0.000068,-0.00057,0.000836,0.108262,0.005102
584,0.000129,-0.003597,-0.03856,-0.001132,0.000041,-0.000483
585,0.155245,0.000136,-0.000566,0.00038,0.108343,0.000218
585,0.000121,-0.003728,-0.030158,-0.001316,0.000042,-0.002497
586,0.155654,0.000246,-0.000142,0.000048,0.108379,0.000218
586,0.000117,-0.003351,-0.021764,-0.001481,0.000041,-0.00803
587,0.155882,0.000368,0.001057,0.000039,0.108377,0.000181
587,0.000116,-0.002579,-0.013678,-0.001506,0.000038,-0.012542
588,0.155841,0.000472,0.002955,0.000033,0.108346,0.000114
588,0.000116,-0.001619,-0.006194,-0.001445,0.000035,-0.014954
589,0.155546,0.000542,0.005371,0.000031,0.10833,0.000035
589,0.000115,-0.000712,-0.000559,-0.001289,0.000033,-0.015031
590,0.155098,0.00058,0.00822,0.000032,0.108334,-0.000022
590,0.000111,-0.000105,-0.000559,-0.001115,0.000035,-0.013035
591,0.154641,0.000667,0.010907,0.000034,0.108306,0.00041
591,0.000101,-0.000106,-0.00056,-0.00089,0.00004,-0.009471
592,0.15431,0.00076,0.012894,0.000036,0.108279,0.000806
592,0.000086,-0.000108,-0.000562,-0.000661,0.000048,-0.004909
593,0.154195,0.000797,0.01362,0.000037,0.108259,0.001017
593,0.00007,-0.000112,-0.000564,-0.000435,0.000056,-0.000217
594,0.154327,0.000837,0.012953,0.000037,0.108249,0.005097
594,0.000054,-0.00012,-0.000568,-0.000327,0.000063,-0.000202
595,0.154672,0.001012,0.011032,0.000086,0.108253,0.009574
595,0.000042,-0.000129,-0.000572,-0.000325,0.000067,-0.000155
596,0.155135,0.00144,0.008405,0.000329,0.108268,0.013013
596,0.000036,-0.000139,-0.000577,-0.000376,0.000067,-0.000085
597,0.15558,0.002148,0.0056,0.000486,0.108255,0.014868
597,0.000037,-0.000145,-0.000583,-0.000461,0.000064,-0.000023
598,0.155867,0.00305,0.003227,0.000632,0.108277,0.014657
598,0.000043,-0.000147,-0.005978,-0.000493,0.000062,0.000018
599,0.155898,0.003982,0.00133,0.000682,0.108316,0.012142
599,0.000052,-0.000143,-0.013432,-0.00048,0.000059,0.000052
600,0.155663,0.004724,0.000073,0.000622,0.108321,0.00756
600,0.000061,-0.000133,-0.021499,-0.000526,0.000058,-0.000217
601,0.155252,0.005076,-0.000604,0.000428,0.108285,0.001761
601,0.000068,-0.00012,-0.029883,-0.001042,0.000058,-0.000654
602,0.154833,0.004923,-0.000608,0.000208,0.108195,0.000174
602,0.000073,-0.000105,-0.038285,-0.001535,0.000058,-0.005522
603,0.154593,0.00429,-0.000612,0.000073,0.108092,0.000141
603,0.000075,-0.000092,-0.046408,-0.001835,0.000058,-0.011702
604,0.154662,0.003336,-0.000614,0.00005,0.108081,0.000091
604,0.000076,-0.000081,-0.053958,-0.001839,0.000058,-0.016148
605,0.155061,0.002303,-0.000615,0.000051,0.1083,0.000029
605,0.000077,-0.000073,-0.060645,-0.001568,0.000058,-0.018134
606,0.155692,0.001434,-0.000614,0.000052,0.108736,-0.000037
606,0.000081,-0.000069,-0.066197,-0.001167,0.00006,-0.017134
607,0.156367,0.000886,-0.000613,0.000053,0.109319,-0.000071
607,0.000089,-0.000066,-0.07037,-0.000908,0.000062,-0.013275
608,0.156878,0.000678,-0.000611,0.000054,0.109811,-0.000097
608,0.0001,-0.000064,-0.072969,-0.000703,0.000063,-0.007188
609,0.167811,0.000729,-0.000627,0.000056,0.109432,0.00739
609,0.000134,-0.000057,-0.073694,-0.000402,0.000059,-0.000189
610,0.168024,0.000724,-0.000632,0.000055,0.109523,0.000839
610,0.00012,-0.000065,-0.074534,-0.0005,0.000062,-0.000184
611,0.167252,0.000598,-0.000622,0.000057,0.109153,0.013406
611,0.000146,-0.000048,-0.071156,-0.000426,0.000053,-0.000165
612,0.166526,0.00037,-0.000616,0.000227,0.108837,0.01709
612,0.000153,-0.000191,-0.067043,-0.000549,0.000047,-0.000114
613,0.165861,0.000259,-0.00061,0.000479,0.10859,0.017874
613,0.000154,-0.001006,-0.061543,-0.000744,0.000042,-0.000042
614,0.165451,0.000171,-0.000604,0.000608,0.108503,0.01573
614,0.000149,-0.002005,-0.054894,-0.000982,0.00004,0.000038
615,0.16539,0.000117,-0.000599,0.000533,0.108518,0.011076
615,0.000141,-0.002927,-0.047364,-0.001189,0.00004,0.000094
616,0.165645,0.000118,-0.000594,0.000272,0.108601,0.00482
616,0.000133,-0.00352,-0.03924,-0.001363,0.000041,-0.000383
617,0.166073,0.000176,-0.000591,0.000056,0.10868,0.000207
617,0.000125,-0.003632,-0.030816,-0.00155,0.000041,-0.002291
618,0.166483,0.000276,-0.000153,0.000047,0.108725,0.000205
618,0.000121,-0.003247,-0.022392,-0.001633,0.00004,-0.007935
619,0.16671,0.000389,0.001048,0.000039,0.108745,0.00017
619,0.00012,-0.002481,-0.014272,-0.001605,0.000038,-0.012379
620,0.166668,0.000488,0.002938,0.000033,0.108775,0.000107
620,0.00012,-0.001543,-0.006755,-0.001489,0.000035,-0.014689
621,0.166375,0.000558,0.005303,0.000031,0.108796,0.000034
621,0.000119,-0.000657,-0.000584,-0.001307,0.000033,-0.014758
622,0.165929,0.0006,0.008106,0.000031,0.108792,-0.00002
622,0.000114,-0.000108,-0.000584,-0.001085,0.000034,-0.012824
623,0.165473,0.000707,0.010731,0.000034,0.108786,0.00029
623,0.000105,-0.00011,-0.000585,-0.000886,0.000039,-0.009345
624,0.16514,0.000801,0.012641,0.000036,0.10876,0.000704
624,0.000091,-0.000112,-0.000587,-0.000671,0.000046,-0.004865
625,0.165024,0.000837,0.01334,0.000037,0.108737,0.000961
625,0.000075,-0.000116,-0.000589,-0.000436,0.000055,-0.000206
626,0.165155,0.000875,0.012701,0.000036,0.108733,0.00501
626,0.00006,-0.000123,-0.000593,-0.000334,0.000062,-0.000194
627,0.165498,0.001048,0.010859,0.000081,0.108736,0.009415
627,0.000049,-0.000133,-0.000597,-0.000313,0.000066,-0.000152
628,0.165958,0.001466,0.008293,0.000286,0.108729,0.012785
628,0.000043,-0.000142,-0.000602,-0.000358,0.000067,-0.000087
629,0.166401,0.002158,0.005533,0.000509,0.108732,0.014596
629,0.000044,-0.000149,-0.000607,-0.000407,0.000066,-0.000025
630,0.166687,0.00304,0.003212,0.000668,0.108713,0.014411
630,0.00005,-0.000151,-0.006537,-0.000425,0.000063,0.000016
631,0.16672,0.003952,0.001322,0.000774,0.10869,0.012013
631,0.000058,-0.000147,-0.014025,-0.000397,0.000061,0.00005
632,0.166486,0.004684,0.000061,0.000769,0.108674,0.007521
632,0.000067,-0.000138,-0.022126,-0.000307,0.00006,-0.000269
633,0.166074,0.005039,-0.000628,0.000651,0.108626,0.001719
633,0.000074,-0.000125,-0.03054,-0.000582,0.00006,-0.000733
634,0.165649,0.004904,-0.000633,0.000446,0.108538,0.000174
634,0.000079,-0.00011,-0.038965,-0.000972,0.00006,-0.005197
635,0.1654,0.004297,-0.000636,0.000225,0.108444,0.000141
635,0.000081,-0.000097,-0.047101,-0.001267,0.00006,-0.011381
636,0.165467,0.003366,-0.000639,0.000052,0.108413,0.00009
636,0.000081,-0.000086,-0.054654,-0.00137,0.00006,-0.015944
637,0.165882,0.002348,-0.00064,0.000053,0.108495,0.000027
637,0.000083,-0.000079,-0.061337,-0.00126,0.000061,-0.017991
638,0.166547,0.001485,-0.000639,0.000054,0.108747,-0.000039
638,0.000087,-0.000074,-0.066879,-0.001032,0.000062,-0.017091
639,0.167269,0.000934,-0.000638,0.000055,0.109081,-0.000072
639,0.000095,-0.000072,-0.071043,-0.00087,0.000063,-0.013324
640,0.167821,0.000727,-0.000635,0.000055,0.109392,-0.000097
640,0.000106,-0.000069,-0.073636,-0.000704,0.000064,-0.007255
641,0.178719,0.000778,-0.000652,0.000057,0.109082,0.007305
641,0.00014,-0.000063,-0.074357,-0.000404,0.000057,-0.000182
642,0.178939,0.000773,-0.000656,0.000056,0.109121,0.000827
642,0.000126,-0.00007,-0.075195,-0.000498,0.000061,-0.00018
643,0.17814,0.000654,-0.000646,0.000059,0.108974,0.013282
643,0.000151,-0.000054,-0.071827,-0.000428,0.000051,-0.000156
644,0.177391,0.000432,-0.00064,0.000128,0.108848,0.016926
644,0.000157,-0.000172,-0.067723,-0.000562,0.000045,-0.000105
645,0.176709,0.000305,-0.000634,0.000234,0.108785,0.017654
645,0.000158,-0.000972,-0.062232,-0.000794,0.000041,-0.000036
646,0.176295,0.000224,-0.000629,0.000214,0.108784,0.015435
646,0.000153,-0.00195,-0.055587,-0.001075,0.000039,0.00004
647,0.176238,0.000172,-0.000623,0.000067,0.108849,0.010782
647,0.000145,-0.002835,-0.048054,-0.001308,0.000039,0.000091
648,0.176499,0.000169,-0.000619,0.000063,0.108919,0.00461
648,0.000137,-0.003405,-0.039917,-0.00156,0.00004,-0.000297
649,0.176932,0.000218,-0.000615,0.000056,0.108976,0.000196
649,0.00013,-0.003506,-0.031473,-0.001749,0.000041,-0.002128
650,0.177345,0.000308,-0.000165,0.000047,0.109024,0.000193
650,0.000125,-0.003124,-0.023022,-0.001775,0.00004,-0.007812
651,0.177574,0.000412,0.001035,0.000038,0.10908,0.00016
651,0.000124,-0.002381,-0.014871,-0.001705,0.000037,-0.012112
652,0.177536,0.000507,0.002915,0.000033,0.109135,0.000101
652,0.000123,-0.001472,-0.007324,-0.001537,0.000034,-0.014363
653,0.177247,0.000576,0.005227,0.00003,0.109192,0.000032
653,0.000122,-0.0006,-0.000672,-0.001319,0.000033,-0.014448
