Joint,U1,U2,U3,R1,R2,R3
30,0.000202,0.000093,0.001352,0.002054,0.009945,0.000288
30,0.000018,-0.000013,-0.000149,-0.000082,-0.000373,-0.000021
31,0.000014,0.000001284,0.001519,0.000288,0.001025,0.000273
31,-0.000001609,-0.00003,-0.000154,-0.003939,-0.009549,-0.00000803
32,0.000227,0.000077,0.001622,0.001116,0.006732,0.000167
32,0.000016,-0.00001,-0.000161,-0.000046,-0.000356,-0.000025
33,0.000063,0.000000317,0.001652,0.000073,0.001207,0.000001175
33,-0.000005321,-0.000005612,-0.000163,-0.000641,-0.0126,-0.000039
34,0.00022,0.000063,0.001702,0.000086,0.012725,0.000088
34,0.000016,-0.000007988,-0.000167,-0.000695,-0.000543,-0.000013
35,0.000019,0.000029,0.001593,0.003334,0.001149,-0.000008933
35,-0.000002196,-5.84E-07,-0.000168,-0.000183,-0.010369,-0.000186
36,0.000232,0.000054,0.001701,0.000137,0.007065,0.000132
36,0.000013,-0.000006281,-0.000176,-0.001491,-0.00046,-0.000148
37,0.000047,0.000071,0.001463,0.00572,0.001208,0.000327
37,-0.000005577,-0.000002961,-0.000175,-0.000427,-0.009768,-0.000001654
38,0.000213,0.000038,0.00151,0.000338,0.010919,0.000087
38,0.000014,-0.000003936,-0.000179,-0.003538,-0.000582,-0.000271
39,-0.000001842,0.000062,0.001283,0.008462,0.001029,-0.000005186
39,-0.000027,-0.000002144,-0.000178,-0.000657,-0.006066,-0.000599
40,0.000202,0.000038,0.001361,0.000352,0.004998,0.00011
40,0.000011,-0.000003021,-0.000187,-0.004013,-0.000437,-0.000543
41,-0.000003282,0.000081,0.001087,0.007238,0.000981,0.000572
41,-0.00004,-0.000005629,-0.000184,-0.000901,-0.004333,-0.000002656
42,0.000193,0.000027,0.001118,0.000588,0.007172,0.000108
42,0.000011,-2.24E-07,-0.000188,-0.004646,-0.000475,-0.000133
43,-0.000001144,0.00005,0.000794,0.006449,0.005187,-0.00000276
43,-0.000057,-0.000003104,-0.000186,-0.001043,0.000208,-0.000753
44,0.00018,0.00003,0.000854,0.000537,0.002336,0.000055
44,0.000008828,-1.77E-08,-0.000195,-0.003277,-0.000703,-0.00062
45,-0.000002235,0.000051,0.000457,0.004263,0.003569,0.00058
45,-0.000073,-0.000007327,-0.000404,-0.001704,0.000564,-0.00000292
46,0.000175,0.000035,0.000474,0.002289,0.003539,0.00016
46,0.000007897,-0.000019,-0.00042,-0.002866,-0.000253,-0.000209
47,-2.48E-07,0.00002,0.000065,0.001181,0.005876,-0.000001452
47,-0.000073,-0.000003558,-0.000718,-0.003326,0.00027,-0.000726
48,0.000171,0.000035,0.000071,0.002257,0.000701,0.000053
48,0.000005032,-0.000045,-0.000793,-0.000755,-0.001029,-0.000457
49,2.71E-07,-0.000003086,-0.000194,-0.001411,0.002986,0.000481
49,-0.000076,-0.000031,-0.000922,-0.006928,0.000025,0.000001429
50,0.000168,0.000039,-0.000198,0.005649,0.002424,0.000034
50,0.000002857,-0.000043,-0.000949,0.000462,0.000026,-0.00016
51,7.69E-07,-0.000003466,-0.000194,-0.001316,0.002686,0.00000219
51,-0.000055,-0.000017,-0.000983,-0.006602,-0.000704,-0.000604
52,0.000164,0.000036,-0.000204,0.003674,0.001187,0.000769
52,3.13E-07,-0.000036,-0.001049,0.000664,0.000131,-0.000011
53,0.000007292,-0.000007057,-0.000196,-0.001334,-0.000143,0.000289
53,-0.00003,-0.00005,-0.001093,-0.008237,-0.002805,0.000002488
54,0.000157,0.000042,-0.0002,0.005355,0.004138,0.000347
54,-0.000012,0.000007532,-0.00112,0.000777,0.000313,-0.000023
55,0.00000769,-0.000002921,-0.000195,-0.001138,-0.000747,8.48E-07
55,-0.000018,-0.000031,-0.001208,-0.007804,-0.004111,-0.000374
56,0.000142,0.000036,-0.000205,0.003881,0.003106,0.000762
56,-0.000047,0.000005943,-0.001281,0.000532,0.000343,0.000024
57,0.000029,-0.000005414,-0.000197,-0.001023,-0.00103,0.000178
57,0.000004963,-0.00005,-0.001335,-0.00799,-0.00643,0.000002501
58,0.000102,0.000057,-0.0002,0.004691,0.006207,0.000372
58,-0.000106,0.000006958,-0.001366,0.000576,0.000553,0.000006271
59,0.00002,-0.000002049,-0.000195,-0.000762,-0.001134,0.000024
59,0.000002519,-0.000026,-0.001403,-0.006134,-0.00792,-0.000207
60,0.000088,0.000044,-0.000204,0.002782,0.004564,0.000595
60,-0.000128,0.00000427,-0.001482,0.000345,0.000499,0.000005657
61,0.000055,-0.000003061,-0.000196,-0.000546,-0.001344,0.000085
61,0.000006515,-0.000029,-0.001463,-0.004735,-0.010103,0.000000828
62,0.000053,0.000044,-0.0002,0.002607,0.007503,0.000252
62,-0.000172,0.000003298,-0.001493,0.000311,0.000713,-0.000001864
63,0.000031,-8.83E-07,-0.000194,-0.00026,-0.001336,0.000014
63,0.000003055,-0.000008248,-0.001477,-0.002266,-0.010441,-0.000064
64,0.000052,0.000024,-0.000203,0.000929,0.005173,0.000278
64,-0.000172,3.67E-07,-0.001558,0.000125,0.000567,-0.000008957
65,0.000094,-0.000006772,-0.000215,0.001675,-0.000749,-0.000029
65,-0.000391,-0.000044,-0.001679,0.000169,-0.007016,-0.000304
66,0.000081,0.000013,-0.000206,0.000016,-0.000758,0.000128
66,-0.0004,-0.000003231,-0.001588,-0.000049,-0.006872,-0.000017
67,0.000102,-0.00001,-0.000204,0.002901,-0.00067,-0.000017
67,-0.000354,-0.00008,-0.001553,0.000306,-0.006018,-0.00042
68,0.000149,-0.000012,-0.000211,0.004471,-0.000596,-0.000042
68,-0.0003,-0.000097,-0.001606,0.000439,-0.005376,-0.001048
69,0.000186,-0.000015,-0.000199,0.004891,-0.000467,-0.000018
69,-0.000223,-0.000092,-0.001438,0.000532,-0.004126,-0.000816
70,0.00024,-0.000015,-0.000204,0.00565,0.000202,-0.000033
70,-0.000131,-0.000063,-0.001423,0.000617,-0.003308,-0.001607
71,0.000297,0.000038,-0.000191,0.004914,0.001064,-0.000003033
71,-0.00003,-0.000049,-0.001207,0.000654,-0.002033,-0.000939
72,0.000352,0.000125,-0.000193,0.004146,0.003871,-0.00000264
72,0.000014,-0.000019,-0.001184,0.000674,-0.000398,-0.001948
73,0.000393,0.000208,-0.000178,0.003142,0.003845,0.000051
73,0.000021,-0.000021,-0.001008,0.000638,0.000111,-0.000343
74,0.000402,0.000244,-0.000129,0.000673,0.006422,0.000072
74,0.000026,-0.000025,-0.000937,-0.000688,0.000263,-0.000707
75,0.000406,0.000269,0.00017,0.000537,0.004842,0.000442
75,0.000032,-0.000029,-0.000606,-0.002032,0.000319,-0.000198
76,0.00041,0.000277,0.000517,0.000251,0.005707,0.000371
76,0.000036,-0.000032,-0.000278,-0.003905,0.000483,-0.000948
77,0.000426,0.000284,0.000637,0.000207,0.005038,0.000767
77,0.000041,-0.000036,-0.000133,-0.004667,0.000226,-0.000017
78,0.000478,0.000252,0.001172,0.00048,0.004669,0.000881
78,0.000036,-0.000031,-0.000154,-0.008418,0.000253,-0.000106
79,0.000504,0.000218,0.001439,0.000295,0.000549,0.000569
79,0.000033,-0.000026,-0.000156,-0.004175,-0.002864,-0.000038
80,0.000531,0.000175,0.001856,0.000257,0.00054,0.000253
80,0.000029,-0.000021,-0.000173,-0.003655,-0.003553,-0.000063
81,0.000527,0.000136,0.001793,0.000088,0.000617,0.000191
81,0.000026,-0.000017,-0.000174,-0.000762,-0.005064,-0.000027
82,0.000537,0.000101,0.001935,0.002506,0.00061,0.000295
82,0.000023,-0.000014,-0.000189,-0.000034,-0.004393,-0.00017
83,0.000521,0.000067,0.001597,0.003543,0.000608,0.000109
83,0.000021,-0.00001,-0.000186,-0.000163,-0.003815,-0.000538
84,0.000523,0.00005,0.001498,0.007131,0.002186,0.000334
84,0.000019,-0.000038,-0.0002,-0.000303,-0.001708,-0.000636
85,0.00051,0.000033,0.001179,0.005783,0.002813,0.000016
85,0.000018,-0.000086,-0.000196,-0.000398,-0.000587,-0.000969
86,0.000509,0.000033,0.000977,0.006749,0.007638,0.000302
86,0.000015,-0.000113,-0.000208,-0.000511,0.000383,-0.000851
87,0.000517,0.00004,0.000512,0.002897,0.005749,0.000003868
87,0.000013,-0.00013,-0.000463,-0.000572,0.000296,-0.000677
88,0.000516,0.000057,0.00008,0.001771,0.008189,0.000296
88,0.000009926,-0.000124,-0.0009,-0.000636,0.000152,-0.000263
89,0.0005,0.00007,-0.000206,-0.000685,0.004617,0.000075
89,0.000006117,-0.000115,-0.000998,-0.003413,0.000036,-0.000393
90,0.000457,0.000078,-0.000218,-0.000736,0.00469,0.001658
90,4.87E-07,-0.000055,-0.001146,-0.004287,-0.000271,0.000078
91,0.000395,0.000092,-0.000208,-0.000683,0.001608,0.000769
91,-0.000038,0.000009134,-0.00117,-0.00498,-0.002062,-0.000069
92,0.000329,0.000094,-0.000218,-0.000649,0.000741,0.001446
92,-0.000138,0.000009059,-0.001394,-0.005636,-0.003384,0.000043
93,0.000249,0.000107,-0.000209,-0.000533,-0.000544,0.000786
93,-0.000229,0.000009573,-0.001424,-0.004988,-0.004167,0.000012
94,0.000201,0.000106,-0.000218,-0.000438,-0.000655,0.001104
94,-0.000304,0.000006929,-0.001602,-0.004447,-0.005414,0.000011
95,0.00014,0.000085,-0.000208,-0.000283,-0.000714,0.00052
95,-0.000357,0.000004496,-0.001553,-0.002971,-0.005909,-0.000003264
96,0.000113,0.000048,-0.000217,-0.000144,-0.000771,0.000497
96,-0.000392,5.31E-07,-0.00168,-0.001632,-0.006986,-0.000015
97,0.039452,0.00771,-0.000232,-0.000073,0.756123,0.003414
97,0.000023,-0.000001591,-0.01988,-0.150771,0.000486,-0.003684
98,0.040075,0.000017,-0.000233,0.000078,0.772238,0.000367
98,0.000019,-0.000004925,-0.019785,-0.000117,0.00048,-0.000041
99,0.037573,0.015302,-0.00023,-0.000165,0.708451,0.007908
99,0.000027,0.000002509,-0.020123,-0.293291,0.000478,-0.005687
100,0.034218,0.022479,-0.000228,-0.000256,0.62709,0.013933
100,0.00003,0.000007637,-0.020329,-0.415911,0.000456,-0.002486
101,0.029265,0.028703,-0.000224,-0.000345,0.513842,0.022099
101,0.000033,0.000013,-0.02013,-0.501598,0.000419,-0.000077
102,0.022795,0.033191,-0.000221,-0.000425,0.377005,0.033244
102,0.000035,0.00002,-0.019162,-0.533517,0.000363,-0.000069
103,0.015254,0.035016,-0.000215,-0.000487,0.235404,0.049998
103,0.000034,0.000025,-0.01714,-0.498435,0.000288,-0.000043
104,0.007621,0.033161,-0.000209,-0.000509,0.11322,0.075034
104,0.000033,0.000025,-0.014073,-0.394576,0.000197,0.000008391
105,0.0019,0.027125,-0.000201,0.000112,0.039188,0.105476
105,0.00003,0.000022,-0.010319,-0.246274,0.000099,0.000079
106,0.001443,0.017619,-0.000124,0.005582,0.031889,0.133338
106,-0.001091,0.000013,-0.006533,-0.098522,0.000022,-0.000606
107,0.002188,0.007604,0.000426,0.009292,0.048572,0.120831
107,0.000029,-0.000455,-0.003153,-0.01003,-0.000016,-0.000683
108,0.00395,0.000795,0.001279,0.013662,0.069309,0.072773
108,0.000033,-0.001383,-0.000175,-0.000198,-0.000026,-0.000425
109,0.007061,0.000167,0.002472,0.018791,0.080329,0.039799
109,0.000034,-0.002369,-0.00017,-0.000173,-0.000032,0.000001035
110,0.009323,0.000143,0.00388,0.018281,0.087046,0.014914
110,0.000025,-0.002889,-0.000174,-0.000028,-0.000093,-0.000181
111,0.010417,0.000115,0.004779,0.013739,0.087183,0.001952
111,0.00001,-0.002225,-0.000181,-0.000011,-0.000224,-0.000183
112,0.010768,0.000114,0.005289,0.006096,0.085888,0.001069
112,-0.000002345,-0.001096,-0.00019,-0.000107,-0.000348,-0.001595
113,0.010821,0.00022,0.005468,0.000097,0.084725,0.000572
113,-0.00000966,-0.000026,-0.000197,-0.000836,-0.000414,-0.000136
114,0.010754,0.001369,0.005362,0.000177,0.085866,0.001269
114,-0.000012,-0.00003,-0.000205,-0.00662,-0.000426,-0.000265
115,0.0104,0.002498,0.00493,0.000252,0.087599,0.000015
115,-0.000011,-0.000032,-0.000211,-0.014191,-0.000399,-0.001908
116,0.00935,0.003167,0.004108,0.000315,0.087894,0.000025
116,-0.000008281,-0.000034,-0.000217,-0.019179,-0.000347,-0.014163
117,0.007159,0.002691,0.002765,0.000368,0.081379,0.000022
117,-0.000004798,-0.000035,-0.000221,-0.01996,-0.000286,-0.03934
118,0.004113,0.001714,0.001615,0.000413,0.07001,0.000012
118,-0.000001617,-0.000527,-0.000226,-0.015339,-0.000218,-0.072587
119,0.002387,0.000732,0.000733,0.008282,0.049614,-8.37E-07
119,0.000001396,-0.007302,-0.002964,-0.010636,-0.000146,-0.120078
120,0.001647,0.000087,0.000089,0.094884,0.032692,0.000003628
120,-0.00096,-0.017303,-0.006376,-0.006366,-0.000065,-0.134096
121,0.002005,0.000054,-0.000232,0.241821,0.039617,0.000036
121,0.000007494,-0.026867,-0.010197,-0.000366,0.000023,-0.106349
122,0.007621,-0.000017,-0.000235,0.390779,0.112776,0.00007
122,0.00001,-0.032998,-0.013994,0.000471,0.000114,-0.076512
123,0.01525,-0.000026,-0.000235,0.496409,0.234934,0.000071
123,0.000011,-0.034956,-0.017123,0.000446,0.000198,-0.051351
124,0.022817,-0.000021,-0.000236,0.533307,0.377308,0.000053
124,0.000012,-0.033203,-0.019207,0.000396,0.000271,-0.034205
125,0.02932,-0.000016,-0.000236,0.502386,0.514916,0.000031
125,0.000012,-0.02875,-0.020218,0.000334,0.000333,-0.022731
126,0.034293,-0.000013,-0.000236,0.41685,0.628617,0.002379
126,0.000013,-0.022528,-0.020429,0.000264,0.000386,-0.014304
127,0.037644,-0.00001,-0.000235,0.293983,0.709858,0.006049
127,0.000014,-0.015333,-0.020206,0.000187,0.000429,-0.008038
128,0.039495,-0.000007488,-0.000235,0.151097,0.756939,0.00431
128,0.000017,-0.007723,-0.019926,0.000105,0.000461,-0.003415
129,0.012296,0.001728,-0.000257,0.177962,0.000402,0.00088
129,0.000044,1.06E-07,-0.052772,0.000012,-0.860308,-0.018005
130,0.012393,0.000025,-0.000258,0.00072,0.000395,0.000757
130,0.00004,-0.000054,-0.053122,-0.000123,-0.896741,-0.000055
131,0.012009,0.003422,-0.000255,0.334506,0.000412,0.001477
131,0.000048,0.000008011,-0.051566,0.00000957,-0.756374,-0.034144
132,0.011725,0.005136,-0.000252,0.445095,0.001224,0.00272
132,0.000052,0.000017,-0.049226,0.000005114,-0.597621,-0.048218
133,0.0112,0.007531,-0.000248,0.492757,0.002928,0.005048
133,0.000054,0.000027,-0.045511,-0.000005736,-0.408916,-0.05638
134,0.010881,0.010341,-0.000244,0.477307,0.003958,0.008694
134,0.000054,0.000037,-0.040345,-0.000018,-0.220254,-0.055002
135,0.010664,0.012739,-0.000238,0.406057,0.006059,0.013462
135,0.000052,0.000045,-0.033916,-0.000023,-0.062731,-0.03834
136,0.009836,0.013518,-0.000231,0.307997,0.039345,0.020382
136,0.000046,0.000046,-0.026657,-0.000015,0.000098,-0.007883
137,0.008773,0.011732,-0.000224,0.213233,0.092623,0.028657
137,0.00004,0.000027,-0.019215,0.000011,0.000097,-0.00001
138,0.008639,0.007678,-0.000119,0.122046,0.114773,0.053745
138,0.000035,-0.000347,-0.012052,-0.000156,0.000102,-0.000899
139,0.01008,0.002873,0.00061,0.053691,0.110427,0.06159
139,0.000036,-0.001348,-0.005464,-0.000688,0.000114,-0.001145
140,0.01259,0.000211,0.002071,0.022146,0.096951,0.05163
140,0.000041,-0.002436,-0.000202,-0.001473,0.000126,-0.000581
141,0.015191,0.000228,0.004203,0.007653,0.084511,0.032649
141,0.000042,-0.003492,-0.0002,-0.001787,0.000135,0.000007608
142,0.017048,0.000195,0.006733,0.000409,0.073605,0.009002
142,0.000031,-0.003847,-0.000201,-0.001635,0.00014,-0.000298
143,0.017797,0.000158,0.00836,0.000111,0.065668,0.002107
143,0.00000973,-0.00288,-0.000206,-0.002109,0.000121,-0.00447
144,0.017851,0.000156,0.009265,0.000099,0.060689,0.001591
144,-0.000011,-0.001391,-0.000213,-0.001598,0.000072,-0.005574
145,0.017787,0.000286,0.009579,0.000093,0.058904,0.000894
145,-0.000025,-0.000036,-0.000221,-0.000491,0.000022,-0.00011
146,0.01785,0.001723,0.009331,0.001313,0.060985,0.005639
146,-0.000029,-0.000042,-0.000228,-0.000463,-0.000006519,-0.000236
147,0.017832,0.003215,0.008483,0.001677,0.066261,0.005213
147,-0.000027,-0.000048,-0.000235,-0.00044,-0.000013,-0.000879
148,0.017156,0.0042,0.006892,0.000345,0.074213,0.001167
148,-0.000022,-0.000052,-0.000241,-0.001309,-0.000007121,-0.007977
149,0.015359,0.003903,0.004418,0.000366,0.084811,0.000039
149,-0.000016,-0.000055,-0.000245,-0.008269,0.000002489,-0.032355
150,0.012768,0.002897,0.002329,0.000072,0.096924,0.000025
150,-0.000009271,-0.000057,-0.00025,-0.022728,0.000011,-0.052179
151,0.010249,0.001731,0.000889,0.000057,0.110156,0.000015
151,-0.000003061,-0.002549,-0.005252,-0.053875,0.000018,-0.061941
152,0.008788,0.000642,0.0001,0.000041,0.114539,0.00002
152,0.000003315,-0.007393,-0.01182,-0.121374,0.000023,-0.054665
153,0.008898,0.000084,-0.000257,0.000028,0.092904,0.000043
153,0.00000982,-0.011545,-0.018978,-0.211708,0.000024,-0.030276
154,0.009967,-0.000004162,-0.000259,0.000023,0.040425,0.005616
154,0.000016,-0.01349,-0.026436,-0.305203,0.000024,-0.021185
155,0.010847,-0.000045,-0.00026,0.000023,0.006673,0.03661
155,0.00002,-0.012872,-0.033732,-0.401699,-0.060549,-0.013943
156,0.011083,-0.000037,-0.000261,0.000022,0.004645,0.054716
156,0.000023,-0.010554,-0.040214,-0.47271,-0.216428,-0.008863
157,0.011386,-0.00003,-0.000261,0.000019,0.003493,0.057114
157,0.000026,-0.007742,-0.04544,-0.488842,-0.404622,-0.004936
158,0.011856,-0.000024,-0.000261,0.000017,0.001831,0.049416
158,0.000029,-0.005234,-0.049202,-0.442244,-0.593661,-0.002399
159,0.012094,-0.000018,-0.00026,0.000017,0.00039,0.035527
159,0.000032,-0.003455,-0.05157,-0.332498,-0.753501,-0.000877
160,0.012325,-0.000013,-0.00026,0.000018,0.000391,0.019204
160,0.000036,-0.001729,-0.05278,-0.176705,-0.858723,-0.000198
161,0.009191,0.000165,-0.000282,0.000291,0.296354,0.000228
161,0.000046,-0.000872,-0.061836,-0.036475,0.000031,-0.020181
162,0.008884,0.000047,-0.000284,0.000022,0.307926,0.000612
162,0.000041,-0.000044,-0.062553,-0.000376,0.000019,-0.000067
163,0.010143,0.0003,-0.000279,0.000814,0.265485,0.00021
163,0.000052,-0.000979,-0.059625,-0.063495,0.000047,-0.03418
164,0.011518,0.000614,-0.000276,0.001206,0.222723,0.000593
164,0.000057,-0.000035,-0.055908,-0.073613,0.000064,-0.040652
165,0.013554,0.001848,-0.000272,0.001749,0.178834,0.001235
165,0.000061,0.000026,-0.05077,-0.065763,0.000079,-0.040911
166,0.016071,0.004167,-0.000267,0.002459,0.139892,0.001729
166,0.000063,0.000037,-0.044418,-0.048307,0.000088,-0.033354
167,0.017653,0.006044,-0.000261,0.003073,0.116974,0.004982
167,0.000061,0.000034,-0.037111,-0.021826,0.00009,-0.017424
168,0.018304,0.006583,-0.000255,0.005771,0.104605,0.010081
168,0.000055,-0.000014,-0.029217,0.000022,0.000088,0.000058
169,0.018639,0.005446,-0.000247,0.014182,0.10227,0.024006
169,0.000049,-0.000469,-0.021186,0.00004,0.000088,-0.00067
170,0.0193,0.003013,-0.000114,0.01914,0.102322,0.036805
170,0.000045,-0.001448,-0.013436,-0.000226,0.000093,-0.00141
171,0.020579,0.000194,0.000717,0.016824,0.101621,0.040135
171,0.000047,-0.0024,-0.006322,-0.000831,0.000098,-0.001475
172,0.022279,0.000278,0.002439,0.009177,0.096713,0.032035
172,0.000053,-0.003224,-0.000229,-0.002136,0.000099,-0.00069
173,0.023808,0.000297,0.005202,0.000093,0.088746,0.013779
173,0.000054,-0.003748,-0.000228,-0.002623,0.000101,-0.004648
174,0.024555,0.00026,0.00871,0.000094,0.078601,0.001859
174,0.000044,-0.003555,-0.000229,-0.006983,0.000111,-0.009125
175,0.024446,0.000222,0.011265,0.000095,0.069399,0.002287
175,0.000023,-0.002472,-0.000232,-0.008322,0.000115,-0.012774
176,0.023972,0.000231,0.012737,0.000089,0.063136,0.001839
176,-0.000001407,-0.001121,-0.000238,-0.005246,0.000098,-0.009736
177,0.023735,0.000329,0.013235,0.000085,0.061075,0.001247
177,-0.000019,-0.000045,-0.000245,-0.000437,0.000063,-0.000162
178,0.024002,0.001502,0.012791,0.004819,0.063465,0.010228
178,-0.000027,-0.000051,-0.000252,-0.000432,0.00003,-0.000147
179,0.024531,0.002861,0.01136,0.007797,0.069783,0.013647
179,-0.000026,-0.000057,-0.000258,-0.000431,0.000011,-0.000883
180,0.024702,0.003965,0.008832,0.006477,0.078733,0.009664
180,-0.000021,-0.00006,-0.000264,-0.000414,0.0000075,-0.001207
181,0.023983,0.004221,0.005389,0.001676,0.08864,0.003865
181,-0.000014,-0.000062,-0.00027,-0.000374,0.000012,-0.01379
182,0.02245,0.003742,0.002683,0.001106,0.096591,0.000046
182,-0.000007023,-0.000063,-0.000274,-0.009622,0.000019,-0.032426
183,0.020737,0.002875,0.00099,0.000049,0.101514,0.000038
183,-3.50E-07,-0.000062,-0.006111,-0.017389,0.000025,-0.040661
184,0.019443,0.001819,0.000108,0.000032,0.1023,0.000042
184,0.000006146,-0.002682,-0.013199,-0.01981,0.000028,-0.037723
185,0.018772,0.000742,-0.000282,0.000019,0.102359,0.000055
185,0.000012,-0.005201,-0.020936,-0.015165,0.000026,-0.025351
186,0.018449,0.000085,-0.000284,0.000012,0.104314,0.00007
186,0.000018,-0.006469,-0.028968,-0.007289,0.000023,-0.0113
187,0.017844,0.00000566,-0.000286,0.019303,0.116118,0.015478
187,0.000022,-0.006082,-0.03688,-0.004365,0.00002,-0.005771
188,0.01632,-0.000038,-0.000286,0.045534,0.138753,0.032337
188,0.000025,-0.004314,-0.044223,-0.002748,0.000016,-0.002024
189,0.013799,-0.000031,-0.000287,0.063425,0.177212,0.040904
189,0.000027,-0.002027,-0.050618,-0.002152,0.000013,-0.001102
190,0.011724,-0.000025,-0.000287,0.071675,0.221238,0.041303
190,0.000029,-0.000582,-0.055801,-0.001539,0.000009317,-0.000235
191,0.010278,0.000852,-0.000286,0.062401,0.264285,0.035152
191,0.000032,-0.000235,-0.059559,-0.001043,0.00000812,-0.000023
192,0.00926,0.000773,-0.000285,0.035693,0.295721,0.021356
192,0.000036,-0.000091,-0.061805,-0.000681,0.000011,-0.000043
193,0.021429,0.000297,-0.000307,0.000094,0.115164,0.00074
193,0.000051,-0.000004552,-0.064127,-0.000487,0.000052,-0.011859
194,0.020966,0.000085,-0.000309,0.000024,0.116205,0.000689
194,0.000044,-0.000011,-0.064937,-0.000432,0.000039,-0.000081
195,0.022751,0.000873,-0.000304,0.000535,0.112823,0.001093
195,0.000058,0.000003759,-0.061677,-0.000007096,0.000067,-0.021375
196,0.024526,0.001921,-0.000301,0.002066,0.10963,0.001583
196,0.000065,0.000014,-0.057667,0.000007619,0.000082,-0.026147
197,0.026277,0.003312,-0.000296,0.005221,0.106225,0.002324
197,0.00007,0.000026,-0.052235,0.000001997,0.000091,-0.025182
198,0.027619,0.004694,-0.000291,0.010378,0.103979,0.004519
