1,0.4,0,0,No,0.4,0,0
2,0.4,11.25,0,No,0.39231,0.07804,0
3,0.4,11.25,0.1,No,0.39231,0.07804,0.1
4,0.4,0,0.1,No,0.4,0,0.1
5,0.4,22.5,0,No,0.36955,0.15307,0
6,0.4,22.5,0.1,No,0.36955,0.15307,0.1
7,0.4,33.75,0,No,0.33259,0.22223,0
8,0.4,33.75,0.1,No,0.33259,0.22223,0.1
9,0.4,45,0,No,0.28284,0.28284,0
10,0.4,45,0.1,No,0.28284,0.28284,0.1
11,0.4,56.25,0,No,0.22223,0.33259,0
12,0.4,56.25,0.1,No,0.22223,0.33259,0.1
13,0.4,67.5,0,No,0.15307,0.36955,0
14,0.4,67.5,0.1,No,0.15307,0.36955,0.1
15,0.4,78.75,0,No,0.07804,0.39231,0
16,0.4,78.75,0.1,No,0.07804,0.39231,0.1
17,0.4,90,0,No,2.449E-17,0.4,0
18,0.4,90,0.1,No,2.449E-17,0.4,0.1
19,0.4,101.25,0,No,-0.07804,0.39231,0
20,0.4,101.25,0.1,No,-0.07804,0.39231,0.1
21,0.4,112.5,0,No,-0.15307,0.36955,0
22,0.4,112.5,0.1,No,-0.15307,0.36955,0.1
23,0.4,123.75,0,No,-0.22223,0.33259,0
24,0.4,123.75,0.1,No,-0.22223,0.33259,0.1
25,0.4,135,0,No,-0.28284,0.28284,0
26,0.4,135,0.1,No,-0.28284,0.28284,0.1
27,0.4,146.25,0,No,-0.33259,0.22223,0
28,0.4,146.25,0.1,No,-0.33259,0.22223,0.1
29,0.4,157.5,0,No,-0.36955,0.15307,0
30,0.4,157.5,0.1,No,-0.36955,0.15307,0.1
31,0.4,168.75,0,No,-0.39231,0.07804,0
32,0.4,168.75,0.1,No,-0.39231,0.07804,0.1
33,0.4,180,0,No,-0.4,4.898E-17,0
34,0.4,180,0.1,No,-0.4,4.898E-17,0.1
35,0.4,191.25,0,No,-0.39231,-0.07804,0
36,0.4,191.25,0.1,No,-0.39231,-0.07804,0.1
37,0.4,202.5,0,No,-0.36955,-0.15307,0
38,0.4,202.5,0.1,No,-0.36955,-0.15307,0.1
39,0.4,213.75,0,No,-0.33259,-0.22223,0
40,0.4,213.75,0.1,No,-0.33259,-0.22223,0.1
41,0.4,225,0,No,-0.28284,-0.28284,0
42,0.4,225,0.1,No,-0.28284,-0.28284,0.1
43,0.4,236.25,0,No,-0.22223,-0.33259,0
44,0.4,236.25,0.1,No,-0.22223,-0.33259,0.1
45,0.4,247.5,0,No,-0.15307,-0.36955,0
46,0.4,247.5,0.1,No,-0.15307,-0.36955,0.1
47,0.4,258.75,0,No,-0.07804,-0.39231,0
48,0.4,258.75,0.1,No,-0.07804,-0.39231,0.1
49,0.4,270,0,No,-7.348E-17,-0.4,0
50,0.4,270,0.1,No,-7.348E-17,-0.4,0.1
51,0.4,281.25,0,No,0.07804,-0.39231,0
52,0.4,281.25,0.1,No,0.07804,-0.39231,0.1
53,0.4,292.5,0,No,0.15307,-0.36955,0
54,0.4,292.5,0.1,No,0.15307,-0.36955,0.1
55,0.4,303.75,0,No,0.22223,-0.33259,0
56,0.4,303.75,0.1,No,0.22223,-0.33259,0.1
57,0.4,315,0,No,0.28284,-0.28284,0
58,0.4,315,0.1,No,0.28284,-0.28284,0.1
59,0.4,326.25,0,No,0.33259,-0.22223,0
60,0.4,326.25,0.1,No,0.33259,-0.22223,0.1
61,0.4,337.5,0,No,0.36955,-0.15307,0
62,0.4,337.5,0.1,No,0.36955,-0.15307,0.1
63,0.4,348.75,0,Yes,0.39231,-0.07804,0
64,0.4,348.75,0.1,No,0.39231,-0.07804,0.1
