97,0,0,0,0,0,0,0,0,
97,1,1.88E-09,1.85E-10,-2.25E-08,-9.34E-09,4.59E-08,-5.82E-09,1.89E-09,
97,2,0.000001878,1.85E-07,-0.000023,-0.000009349,0.000046,-0.000005821,1.89E-06,
97,3,0.000003757,0.000000371,-0.000045,-0.000019,0.000092,-0.000012,3.78E-06,
97,4,0.000005636,5.57E-07,-0.000068,-0.000028,0.000138,-0.000017,5.66E-06,
97,5,0.000007517,7.45E-07,-0.00009,-0.000037,0.000184,-0.000023,7.55E-06,
97,6,0.000009399,0.000000932,-0.000113,-0.000047,0.00023,-0.000029,9.45E-06,
97,7,0.000011,0.000001121,-0.000135,-0.000056,0.000276,-0.000035,1.11E-05,
97,8,0.000013,0.00000131,-0.000158,-0.000066,0.000322,-0.000041,1.31E-05,
97,9,0.000015,0.0000015,-0.00018,-0.000075,0.000369,-0.000047,1.51E-05,
97,10,0.000017,0.00000169,-0.000203,-0.000085,0.000415,-0.000053,1.71E-05,
97,11,0.000019,0.000001882,-0.000225,-0.000094,0.000461,-0.000058,1.91E-05,
97,1,0.004037,0.000345,-0.047154,-0.019469,0.096779,-0.012404,0.004051715,
97,2,-0.036662,-0.034554,0.045805,0.185109,-0.27613,0.002335,0.050379372,
97,3,-0.033057,0.034808,0.030652,-0.156644,-0.23108,-0.024538,0.048003772,
97,4,0.020083,0.032269,-0.016207,-0.24475,0.203243,-0.226583,0.038008095,
97,5,0.061894,-0.000447,-0.034666,-0.020299,0.562307,0.104717,0.061895614,
97,6,0.002455,-0.000029,-0.000689,-0.000228,0.026578,0.010827,0.002455171,
97,7,0.001437,0.000876,-0.000442,-0.009757,0.015695,-0.016522,0.001682957,
97,8,-0.000065,-0.000122,0.000046,0.000855,-0.000701,0.000791,0.000138235,
97,9,0.000345,0.000003812,-0.000305,-0.000195,0.003281,0.000569,0.000345021,
97,10,-0.000049,0.000003355,0.00005,-0.000006021,-0.000353,-0.000057,4.91E-05,
97,11,0.000033,0.000347,-0.000078,-0.001781,0.000365,-0.000384,0.000348566,
97,12,0.366996,0.006476,-0.172271,-0.188048,3.176365,0.528469,0.367053133,
97,0,0.000019,0.000001882,-0.000225,-0.000094,0.000461,-0.000058,1.91E-05,
97,1,0.000024,0.000002046,-0.000235,-0.000098,0.000509,-0.000056,2.41E-05,
97,2,0.000045,0.000002728,-0.000273,-0.000115,0.000708,-0.000048,4.51E-05,
97,3,0.000066,0.000003412,-0.000312,-0.000133,0.000906,-0.00004,6.61E-05,
